work_key,doi,title,venue,venue_type,publication_date,type,lang,axis_primary,axis_secondary,lens,mechanism_centrality,first_author_institution,cited_by_count,oa_status,in_depth_tier
10.1038/s41565-026-02207-z,10.1038/s41565-026-02207-z,Nanoscale amorphization of poly(triarylamine) for efficient and stable inverted perovskite photovoltaics,Nature Nanotechnology,journal,2026-07-01,article,en,composition,,experimental,0.0,King Abdullah University Of Science And Technology,0,closed,0
10.1002/crat.70119,10.1002/crat.70119,Tailoring the Structural and Optical Properties of Ce‐Doped ZnO Nanostructures for Potential Electron Transport Layer Application in Perovskite Solar Cells,Crystal Research and Technology,journal,2026-07-01,article,en,interfaces,,experimental,0.08,Sefako Makgatho Health Sciences University,0,hybrid,0
10.1016/j.poly.2026.118278,10.1016/j.poly.2026.118278,"Semiconducting and optical characteristics of KScO₂F, RbScO₂F and CsScO₂F for photovoltaic applications",Polyhedron,journal,2026-07-01,article,en,composition,,experimental,0.0,Aga Khan University,0,closed,0
10.1016/j.nxmate.2026.102676,10.1016/j.nxmate.2026.102676,Integrated SCAPS-1D modeling and ML approaches for performance enhancement of lead-free Ca₃AsI₃ PSCs,Next Materials,journal,2026-07-01,article,en,composition,,theory,0.1167,Islamic University,0,gold,0
10.1016/j.inoche.2026.117150,10.1016/j.inoche.2026.117150,Fluorescence properties of zinc ion-doped cesium lead bromide perovskite nanocrystals assisted by Pyr14BF4 ionic liquid,Inorganic Chemistry Communications,journal,2026-07-01,article,en,composition,,experimental,0.0,Suzhou University Of Science And Technology,0,closed,0
10.1002/smll.74356,10.1002/smll.74356,Interfacial Engineering via Polishing and Dipolar Synergy Toward Efficient Inverted CsPbI 3 Perovskite Solar Cells,Small,journal,2026-07-01,article,en,interfaces,,experimental,0.12,Hefei University,0,green,1
10.1007/s11664-026-13001-x,10.1007/s11664-026-13001-x,"Comparative Performance Optimization of MASnX3(X = I, Br)/CsSnI3 Double-Absorber Perovskite Solar Cells: A SCAPS Study Towards Eco-Friendly High-Efficiency Devices",Journal of Electronic Materials,journal,2026-07-01,article,en,composition,,theory,0.0,National,0,closed,0
10.1016/j.cej.2026.179015,10.1016/j.cej.2026.179015,Efficient perovskite solar cells enabled by carborane-based interfacial grain boundary passivation,Chemical Engineering Journal,journal,2026-07-01,article,en,defects,,experimental,0.2727,University Of Science And Technology Of China,0,closed,0
10.1063/5.0335168,10.1063/5.0335168,Quantitative analysis of grain boundary attributes and their impact on device performance in perovskite solar cells based on 3D modeling,Journal of Applied Physics,journal,2026-07-01,article,en,defects,,experimental,0.25,Tianjin University Of Technology,0,closed,0
10.1021/acsami.6c06418,10.1021/acsami.6c06418,Graph Neural Network-Assisted Machine Learning for High-Throughput Buried Interfacial Materials Screening in Antisolvent-Free Perovskite Solar Cells,ACS Applied Materials & Interfaces,journal,2026-07-01,article,en,interfaces,scale_up,theory,0.04,Wuhan University Of Technology,0,closed,0
10.1126/sciadv.aed6327,10.1126/sciadv.aed6327,A unified ligand-dimensional design to halt cation migration in perovskite photovoltaics,Science Advances,journal,2026-07-01,article,en,composition,stability,experimental,0.0833,Zhengzhou University,0,gold,1
10.1002/eom2.70086,10.1002/eom2.70086,Environmentally Friendly R2R Process for Flexible Perovskite Solar Cells via DMF ‐Free Cosolvent Ink,EcoMat,journal,2026-07-01,article,en,scale_up,,experimental,0.0303,Jeonju National University Of Education,0,gold,0
10.1002/aenm.202506753,10.1002/aenm.202506753,Dry‑Contact Trimming for All‑Perovskite Tandem Solar Cells via Solid‑Solution Homogenization,Advanced Energy Materials,journal,2026-07-01,article,en,architecture,,experimental,0.1452,Korea University,0,hybrid,1
10.1016/j.solmat.2026.114544,10.1016/j.solmat.2026.114544,From materials to devices: advances in vapor deposition technologies for perovskite solar cells,Solar Energy Materials and Solar Cells,journal,2026-07-01,article,en,composition,,experimental,0.0,Yangzhou University,0,closed,0
10.1002/chem.71338,10.1002/chem.71338,Application of Screen Printing in Perovskite Solar Devices,Chemistry - A European Journal,journal,2026-07-01,article,en,architecture,scale_up,review,0.0484,Nanjing University,0,closed,0
10.1016/j.cej.2026.178921,10.1016/j.cej.2026.178921,Indolenine-based heterocyclic cation for stable 3D/2D hybrid indoor bifacial perovskite solar cells,Chemical Engineering Journal,journal,2026-07-01,article,en,composition,,experimental,0.0667,Indian,0,closed,0
10.1557/s43580-026-01699-0,10.1557/s43580-026-01699-0,Numerical optimization of CsPbIxBr3−x-based perovskite photovoltaic solar cells performance using PTAA and C60/SnO2 charge transport layers,MRS Advances,journal,2026-07-01,article,en,composition,,experimental,0.0,University Of Biskra,0,closed,0
10.1002/adma.73886,10.1002/adma.73886,Co‐Assembled Hybrid Interlayer Engineering for Enhanced Upper Interface Stability in Inverted Perovskite Solar Cells,Advanced Materials,journal,2026-07-01,article,en,interfaces,stability,experimental,0.16,Beijing University Of Technology,0,green,1
10.3390/chemistry8070089,10.3390/chemistry8070089,"Interface Engineering in CsPbI2Br Perovskite Solar Cells: Strategies, Mechanisms and Future Perspectives",Chemistry,journal,2026-07-01,article,en,composition,defects,review,0.15,Chengdu University Of Information Technology,0,gold,0
10.9734/jenrr/2026/v18i6518,10.9734/jenrr/2026/v18i6518,"Advancements in Perovskite Solar Cell Stability: Mechanisms, Strategies, and Prospects for Commercialisation",Journal of Energy Research and Reviews,journal,2026-07-01,article,en,stability,composition,theory,0.1212,Ladoke Akintola University Of Technology,0,diamond,0
10.1016/j.jallcom.2026.189518,10.1016/j.jallcom.2026.189518,High white-light sensitivity of facile synthesized perovskite CaZrS3 semiconductor,Journal of Alloys and Compounds,journal,2026-07-01,article,en,composition,,experimental,0.0,Thapar,0,closed,0
10.1002/adfm.76873,10.1002/adfm.76873,Suppressing Interfacial Reactions in Perovskite/Silicon Tandem Solar Cells via an All‐ALD SnO x /AZO Bilayer,Advanced Functional Materials,journal,2026-07-01,article,en,architecture,,experimental,0.0968,Wuhan University Of Technology,0,closed,0
10.1016/j.cclet.2026.113176,10.1016/j.cclet.2026.113176,Chiral cations intercalation induced lead-free chiral-polar hybrid perovskites for long-term stable and high-temperature self-powered X-ray detection,Chinese Chemical Letters,journal,2026-07-01,article,en,composition,,experimental,0.1,Jiangxi Normal University,0,closed,0
10.1016/j.xcrp.2026.103428,10.1016/j.xcrp.2026.103428,Perovskite databases analysis using machine learning and large language models for prediction and reverse engineering,Cell Reports Physical Science,journal,2026-07-01,article,en,composition,,theory,0.0,École Polytechnique Fédérale De Lausanne,0,gold,1
10.1002/adfm.76785,10.1002/adfm.76785,Photo/Thermo‐Triggered Self‐Healing Mechanism Enabling Highly Efficient and Stable Perovskite Solar Cells,Advanced Functional Materials,journal,2026-07-01,article,en,defects,,experimental,0.1136,Ludong University,0,closed,0
10.1002/adma.73807,10.1002/adma.73807,Unlocking 27.3% Perovskite Solar Cells and Ultra‐Stable Flexible Modules via Multidentate Molecular‐Mediated Buried‐Interface Reconstruction,Advanced Materials,journal,2026-07-01,article,en,interfaces,,experimental,0.14,Hebei University Of Technology,0,green,1
10.1002/adts.70448,10.1002/adts.70448,Design and Optimization of Cs 3 Sb 2 I 9 /FASnI 3 Lead‐Free Perovskite Solar Cells: A Hybrid First‐Principles and Machine Learning Approach,Advanced Theory and Simulations,journal,2026-07-01,article,en,interfaces,,theory,0.08,Nanjing University Of Posts And Telecommunications,0,closed,0
10.1007/s12633-026-03730-3,10.1007/s12633-026-03730-3,Unravelling the Photovoltaic and Photocatalytic Potential of CaWN3 through First-Principles Calculations,Silicon,journal,2026-07-01,article,en,composition,,theory,0.0,Mohammed V University,0,closed,0
10.1007/s10854-026-17892-8,10.1007/s10854-026-17892-8,Dynamic interface reconstruction boosts hole transport in bilayer NiOx-based inverted perovskite solar cells,Journal of Materials Science Materials in Electronics,journal,2026-07-01,article,en,interfaces,,experimental,0.16,Xuchang University,0,closed,0
10.1088/0256-307x/43/7/070802,10.1088/0256-307x/43/7/070802,Decoupling Stress Relief from Electrical Compromise via Carboxylated PMMA Nanospheres for Flexible Perovskite Solar Cells,Chinese Physics Letters,journal,2026-07-01,article,en,interfaces,stability,experimental,0.1,,0,closed,0
10.1002/adpr.70226,10.1002/adpr.70226,"Exploring Ruddlesden–Popper Perovskite Solar Cells Performance Using First‐Principles Calculations, Processing Parameters Simulation, and Machine Learning",Advanced Photonics Research,journal,2026-07-01,article,en,defects,,theory,0.0455,Abdul Wali Khan University Mardan,0,gold,0
10.1002/smll.74289,10.1002/smll.74289,Eliminating Residue‐Induced Degradation: A Volatile Dopant Strategy for High Performance Perovskite Photovoltaics,Small,journal,2026-07-01,article,en,stability,,experimental,0.1061,Nanjing Tech University,0,green,1
10.1016/j.ijhydene.2026.156318,10.1016/j.ijhydene.2026.156318,"DFT and SCAPS-1D investigation of the structural, thermodynamic, optoelectronic, dynamic, and mechanical properties of a novel Rb3SCl anti-perovskite for photovoltaic and solar-driven water splitting applications",International Journal of Hydrogen Energy,journal,2026-07-01,article,en,composition,,theory,0.0,National,0,closed,0
10.1002/adfm.76848,10.1002/adfm.76848,In situ Induced 2D Perovskite Enhances Buried Interface Passivation for Ambient‐Processed Efficient Perovskite Solar Cells,Advanced Functional Materials,journal,2026-07-01,article,en,interfaces,,experimental,0.24,Zhejiang Sci-tech University,0,closed,1
10.1002/adfm.76731,10.1002/adfm.76731,Dual‐Function Molecular Modulator Enables High‐Density Nucleation and Ordered Crystal Growth for Efficient Tin Perovskite Solar Cells,Advanced Functional Materials,journal,2026-07-01,article,en,composition,,experimental,0.1167,Rex Medical (united States),0,closed,1
10.1002/adfm.76814,10.1002/adfm.76814,Covalent Organic Framework‐Enabled SAM Co‐Assembly for Efficient and Stable Inverted Perovskite Solar Cells,Advanced Functional Materials,journal,2026-07-01,article,en,interfaces,,experimental,0.2,Ludong University,0,closed,0
10.1002/adfm.202521421,10.1002/adfm.202521421,Quantum‐Cutting Yb 3+ ‐Doped CsPbCl 3 Perovskite Materials: From Synthesis and Mechanisms to Optoelectronic Applications,Advanced Functional Materials,journal,2026-07-01,article,en,defects,,review,0.0455,Zhejiang A & F University,0,closed,0
10.1002/agt2.70401,10.1002/agt2.70401,Interfacial Engineering for Perovskite Photovoltaics: Multimolecular Synergy Versus All‐In‐One Integration,Aggregate,journal,2026-07-01,article,en,defects,,review,0.1818,Ningbo University,0,gold,1
10.31349/revmexfis.72.041005,10.31349/revmexfis.72.041005,First-principles investigation of silicon-substituted hybrid halide perovskites for lead-free optoelectronic applications,Revista Mexicana de Física,journal,2026-07-01,article,en,composition,,theory,0.1,Laboratoire Montpelliérain D’economie Théorique Et Appliquée,0,diamond,0
10.31349/revmexfis.72.040501,10.31349/revmexfis.72.040501,"DFT-based analysis of structural, electronic, optical, mechanical, and thermodynamic characteristics of Rb2YAuX6 (X = Br, Cl) double perovskites for energy conversion applications",Revista Mexicana de Física,journal,2026-07-01,article,en,stability,,theory,0.0455,Hassiba Benbouali University Of Chlef,0,diamond,0
10.22271/allresearch.2026.v12.i7b.13861,10.22271/allresearch.2026.v12.i7b.13861,Next-generation technologies in solar power plants: Efficiency enhancement and future projections,International journal of applied research,journal,2026-07-01,article,en,architecture,,review,0.0484,,0,diamond,0
10.31349/revmexfis.72.041601,10.31349/revmexfis.72.041601,BaTi(O$_{1-x}$S$_x$)$_3$ chalcogenide perovskite thin films with band gap ideal for solar cell applications,Revista Mexicana de Física,journal,2026-07-01,article,en,composition,,experimental,0.0167,"Universidad Autónoma De Zacatecas ""francisco García Salinas""",0,diamond,0
10.1016/j.jclepro.2026.148924,10.1016/j.jclepro.2026.148924,Life cycle and economic assessment of inverted p-i-n perovskite solar cells,Journal of Cleaner Production,journal,2026-07-01,article,en,scale_up,,experimental,0.1061,Universidade Do Porto,0,hybrid,1
10.1002/ente.70574,10.1002/ente.70574,Strain‐Engineered Fluoro‐Perovskites CsGeF 3 and CsSnF 3 for Efficient and Sustainable Solar Energy Conversion,Energy Technology,journal,2026-07-01,article,en,composition,,experimental,0.0,Mohammed V University,0,closed,1
10.1016/j.joule.2026.102576,10.1016/j.joule.2026.102576,In situ growth and crystal monitoring for high-efficiency vacuum-deposited perovskite-based solar cells,Joule,journal,2026-07-01,article,en,composition,,experimental,0.0,Parc Científic De La Universitat De València,0,closed,0
10.1002/smtd.70688,10.1002/smtd.70688,A Defect‐Engineered Vacuum Evaporation Strategy for High‐Efficiency Indoor Perovskite Mini Solar Modules (Small Methods 13/2026),Small Methods,journal,2026-07-01,article,en,scale_up,defects,scale_up,0.0758,Ming Chi University Of Technology,0,closed,0
10.1002/cnl2.70189,10.1002/cnl2.70189,Phase Separation Suppression by Guanidine Phosphate Enables 21.54% Wide‐Bandgap Perovskite Cells for All‐Perovskite Tandem Solar Cells,Carbon Neutralization,journal,2026-07-01,article,en,defects,architecture,experimental,0.1364,Energy Storage Systems (united States),0,diamond,1
10.3724/jfmd.2605055,10.3724/jfmd.2605055,Polymer modification of the buried interface to build high-performance inorganic perovskite photovoltaic devices,Gongneng cailiao yu qijian xuebao,journal,2026-07-01,article,en,interfaces,,experimental,0.2,Electric Power University,0,diamond,0
10.1134/s1063783426601074,10.1134/s1063783426601074,Lead-Free ZnSe:Al/EuHfS3/CBTS/Au Chalcogenide Perovskite Solar Cells,Physics of the Solid State,journal,2026-07-01,article,en,composition,interfaces,theory,0.1167,Karunya University,0,diamond,0
10.1134/s1063782625604297,10.1134/s1063782625604297,"Shockley–Queisser Limit Analysis for Halide Perovskite Solar Cells: Efficiency, Bandgap Dependence, and Theoretical Insights",Semiconductors,journal,2026-07-01,article,en,architecture,,experimental,0.0484,Bandırma Onyedi Eylül University,0,closed,0
10.1016/j.jallcom.2026.189784,10.1016/j.jallcom.2026.189784,Aromatic imide small molecules for surface functionalization of inorganic perovskites,Journal of Alloys and Compounds,journal,2026-07-01,article,en,composition,,experimental,0.0,Shihezi University,0,closed,0
10.1016/j.joule.2026.102577,10.1016/j.joule.2026.102577,Electrochemical reactions under reverse bias create additional mobile ions that enable hole tunneling in metal halide perovskite diodes,Joule,journal,2026-07-01,article,en,stability,,experimental,0.0606,University Of Colorado Boulder,0,closed,0
10.1002/adsu.70570,10.1002/adsu.70570,From Perovskites to CuInS 2 : Why One Solution‐Processable Solar Cell Succeeded and the Other Still Struggles,Advanced Sustainable Systems,journal,2026-07-01,article,en,defects,,review,0.25,Anhui University,0,closed,0
10.1002/bio.70574,10.1002/bio.70574,Black Phosphorus Quantum Dots for Sensing and Optoelectronic Applications: From Fundamental Properties to Device Integration,Luminescence,journal,2026-07-01,article,en,composition,,review,0.0,Al-ahliyya Amman University,0,green,0
10.1002/ppsc.70116,10.1002/ppsc.70116,Green Sonochemical Synthesis and Thin‐Film Processing of Cs 3 Bi 2 I 9 Nanocrystals,Particle & Particle Systems Characterization,journal,2026-07-01,article,en,composition,,experimental,0.0333,International Iberian Nanotechnology Laboratory,0,closed,0
10.1002/slct.202506027,10.1002/slct.202506027,"First‐Principles Investigation of Li 2 AuSbZ 6 (Z = Cl, Br, I) Double Perovskites for Photovoltaic and Thermoelectric Applications",ChemistrySelect,journal,2026-07-01,article,en,composition,,experimental,0.0,Government College University Lahore,0,closed,0
10.1016/j.physo.2026.100451,10.1016/j.physo.2026.100451,Time-dependent crystallization dynamics in FAPbI3 thin films: Correlating thermal treatment with optoelectronic properties,Physics Open,journal,2026-07-01,article,en,composition,,experimental,0.0,University Of Carthage,0,gold,0
10.1063/5.0303779,10.1063/5.0303779,"Numerical simulation of hysteresis dynamics in all-perovskite tandem solar cells and thermal management strategies for Ge-, Pb-, and Sn-based devices",Journal of Renewable and Sustainable Energy,journal,2026-07-01,article,en,architecture,,theory,0.1935,Nanjing Tech University,0,closed,0
10.1016/j.joule.2026.102593,10.1016/j.joule.2026.102593,"Thermal evaporation routes for perovskite photovoltaics, from fundamentals to integration",Joule,journal,2026-07-01,article,en,composition,,experimental,0.0,,0,closed,0
10.1002/cnma.70339,10.1002/cnma.70339,Performance Optimization of Inorganic CsPbI 3 Perovskite Solar Cells Using ZnO and SnO 2 Electron Transport Layers on Indium Tin Oxide and Fluorine‐Doped Tin Oxide Substrates,ChemNanoMat,journal,2026-07-01,article,en,interfaces,,experimental,0.12,Sastra University,0,closed,0
10.1016/j.joule.2026.102589,10.1016/j.joule.2026.102589,Stress-relieving interface enabled by interlocking ionic polycarbolong for efficient and stable inverted perovskite solar cells,Joule,journal,2026-07-01,article,en,interfaces,,experimental,0.08,Northwestern Polytechnical University,0,closed,0
10.1007/s10854-026-18052-8,10.1007/s10854-026-18052-8,Carbon electrode-based integrated perovskite solar cell/supercapacitor for a sustainable energy conversion and storage pack,Journal of Materials Science Materials in Electronics,journal,2026-07-01,article,en,composition,,experimental,0.0,National Nuclear Energy Agency Of Indonesia,0,closed,0
10.1016/j.joule.2026.102588,10.1016/j.joule.2026.102588,In situ constructing mortise-and-tenon passivation on perovskite toward photothermally durable photovoltaic,Joule,journal,2026-07-01,article,en,defects,,experimental,0.1364,East China Normal University,0,closed,0
10.1016/s1872-5813(26)60655-x,10.1016/s1872-5813(26)60655-x,Machine learning-assisted discovery of Lewis base additives for defect passivation in perovskite solar cells,Journal of Fuel Chemistry and Technology,journal,2026-07-01,article,en,defects,,theory,0.2273,,0,closed,0
10.1002/ente.70590,10.1002/ente.70590,Temperature‐Dependent Performance Analysis of Formamidinium‐Based Perovskite Solar Cells: A Theoretical Study,Energy Technology,journal,2026-07-01,article,en,interfaces,,theory,0.08,Symbiosis International University,0,closed,1
10.1002/pssr.70228,10.1002/pssr.70228,Enhancing Cs 2 AgInBr 6 Perovskite Solar Cells: Impact of Energy Band Alignment Across 12 Structural Configurations,physica status solidi (RRL) - Rapid Research Letters,journal,2026-07-01,article,en,interfaces,,theory,0.16,Gulf University For Science & Technology,0,closed,0
10.1016/j.mtcomm.2026.115800,10.1016/j.mtcomm.2026.115800,M-site cation engineering in Cs₂MI₆ double perovskite solar cells: From band structure to Nyquist analysis of thickness-dependent performance,Materials Today Communications,journal,2026-07-01,article,en,composition,,theory,0.0667,University Of Maragheh,0,hybrid,0
10.1002/cnma.202500781,10.1002/cnma.202500781,Advanced Charge‐Transport Layers and Interface Engineering for High‐Efficiency and Stable Perovskite–Silicon Tandem Solar Cells,ChemNanoMat,journal,2026-07-01,article,en,defects,,theory,0.1818,Bahauddin Zakariya University,0,closed,0
10.1002/cptc.70222,10.1002/cptc.70222,Toward Circularity in Perovskite Solar Cells: Strategies for Sustainable Recycling,ChemPhotoChem,journal,2026-07-01,article,en,composition,,review,0.0,Huaqiao University,0,closed,0
10.1093/mam/ozag053.542,10.1093/mam/ozag053.542,Beyond Ideal Band Diagrams: Correlative 4D-STEM DPCI Reveals Electric Field Heterogeneity in High-Efficiency PV,Microscopy and Microanalysis,journal,2026-07-01,article,en,architecture,,experimental,0.0323,National Laboratory Of The Rockies,0,closed,0
10.1093/mam/ozag053.811,10.1093/mam/ozag053.811,Transmission Electron Microscopy of Novel Functional Multicomponent Layered Perovskite Oxides Designed by Tailoring The Chemistry of the Octahedral Network,Microscopy and Microanalysis,journal,2026-07-01,article,en,composition,defects,experimental,0.0833,Indian,0,closed,0
10.1093/mam/ozag053.892,10.1093/mam/ozag053.892,Electron-Beam-Induced Degradation of Halide Perovskites Revealed by Ultra-Low-Dose Microscopy,Microscopy and Microanalysis,journal,2026-07-01,article,en,defects,stability,experimental,0.0909,Pennsylvania State University,0,closed,0
10.1093/mam/ozag053.292,10.1093/mam/ozag053.292,Automated Photo-KPFM for High-Throughput Functional Screening of Quasi-2D Perovskite Libraries,Microscopy and Microanalysis,journal,2026-07-01,article,en,composition,,experimental,0.0833,Knoxville College,0,closed,0
10.1093/mam/ozag053.828,10.1093/mam/ozag053.828,"Correlating Emission, Absorption, and Composition in Perovskite Nanocrystals",Microscopy and Microanalysis,journal,2026-07-01,article,en,composition,,experimental,0.0,Imperial College London,0,closed,0
10.1093/mam/ozag053.219,10.1093/mam/ozag053.219,Direct Observation of Stimulus-Dependent Degradation Pathways in Metal Halide Perovskites via Light-Coupled Atmospheric In Situ Gas-Cell TEM,Microscopy and Microanalysis,journal,2026-07-01,article,en,stability,,experimental,0.0606,Northwestern University,0,closed,0
10.1016/j.jiec.2026.07.029,10.1016/j.jiec.2026.07.029,Next-generation metal–organic framework design and functionalization for high-performance perovskite solar cells,Journal of Industrial and Engineering Chemistry,journal,2026-07-01,article,en,composition,,experimental,0.0,,0,closed,0
10.1016/j.joule.2026.102591,10.1016/j.joule.2026.102591,Buried-interface crystallization limits the transferability of high-efficiency perovskite precursor compositions,Joule,journal,2026-07-01,article,en,interfaces,,experimental,0.08,University Of California San Diego,0,closed,0
10.1016/j.cclet.2026.113243,10.1016/j.cclet.2026.113243,Rational control of CsPbBr3 crystallization pathways toward efficient carbon-based perovskite solar cells,Chinese Chemical Letters,journal,2026-07-01,article,en,composition,,experimental,0.0,Shandong University Of Science And Technology,0,closed,0
10.1007/s10854-026-17909-2,10.1007/s10854-026-17909-2,Synergistic effect of crystalline tuning and charge transport modulation in La-doped MoO3 for high-performance perovskite solar cells,Journal of Materials Science Materials in Electronics,journal,2026-07-01,article,en,composition,,experimental,0.0,Technical University Of Malaysia Malacca,0,closed,0
10.1002/adfm.77105,10.1002/adfm.77105,Successive Hemispherical Protrusions‐Like P‐type Tin Oxide Enabling Stable High‐Efficiency Sn‐Pb Mixed Perovskite Solar Cells (Adv. Funct. Mater. 60/2026),Advanced Functional Materials,journal,2026-07-01,article,en,composition,,experimental,0.0,University Of Science And Technology Of China,0,closed,0
10.1016/j.matt.2026.102945,10.1016/j.matt.2026.102945,Indium-free tantalum oxynitride recombination layer for monolithic perovskite/silicon tandem solar cells,Matter,journal,2026-07-01,article,en,architecture,,experimental,0.1935,Soochow University,0,closed,0
10.26599/emd.2026.9370106,10.26599/emd.2026.9370106,Interfacial photophysics in perovskite–2D materials heterostructures,Energy Materials and Devices,journal,2026-07-01,article,en,interfaces,,review,0.04,University Town Of Shenzhen,0,diamond,0
10.1088/1674-4926/26040046,10.1088/1674-4926/26040046,Stable intermediate phase regulation for high-performance and scalable perovskite solar cells,Journal of Semiconductors,journal,2026-07-01,article,en,scale_up,,scale_up,0.1061,,0,bronze,0
10.1016/j.mtcomm.2026.115862,10.1016/j.mtcomm.2026.115862,"First-principles investigation of photovoltaic potential, photocatalytic, and thermoelectric performance in vanadium-based double perovskites Ba₂XVO₆ (X = Al, Ga, Sc)",Materials Today Communications,journal,2026-07-01,article,en,composition,,theory,0.0,,0,hybrid,0
10.1016/j.mtcomm.2026.115885,10.1016/j.mtcomm.2026.115885,"Ba3BiX3 (X = Br, Cl) perovskites for solar cells: A first-principles study and device level performance investigations",Materials Today Communications,journal,2026-07-01,article,en,composition,,theory,0.0,,0,hybrid,0
10.1016/j.mtcomm.2026.115916,10.1016/j.mtcomm.2026.115916,Enhanced charge transport and photovoltaic efficiency via CsSnCl₃ incorporation in titanium halide perovskite solar cells,Materials Today Communications,journal,2026-07-01,article,en,interfaces,,experimental,0.04,University Of Maragheh,0,hybrid,0
10.1063/5.0304135,10.1063/5.0304135,"Progress in semitransparent solar panels: Materials, efficiency, and applications",Journal of Renewable and Sustainable Energy,journal,2026-07-01,article,en,architecture,,review,0.0806,V. N. Karazin Kharkiv National University,0,closed,0
10.1021/acsenergylett.6c01417,10.1021/acsenergylett.6c01417,Quenching-Controlled Crystal Orientation in Inkjet-Printed Wide-Bandgap Perovskites,ACS Energy Letters,journal,2026-07-02,article,en,interfaces,architecture,experimental,0.06,Ulsan National,0,hybrid,0
10.1002/cssc.70851,10.1002/cssc.70851,Beyond Single‐Active Sites: The Emergence of High‐Entropy Perovskites in Energy and Environment Catalysis,ChemSusChem,journal,2026-07-02,article,en,composition,,review,0.05,National Sun Yat-sen University,0,hybrid,0
10.1021/acs.jpclett.6c01569,10.1021/acs.jpclett.6c01569,Partial Phase Remixing of Segregated Mixed Halide Perovskite Nanocrystals Induced by an Instant Change in an External Electric Field,The Journal of Physical Chemistry Letters,journal,2026-07-02,article,en,,,,,Collaborative Innovation Center Of Advanced Microstructures,0,closed,0
10.20517/energyz.2026.13,10.20517/energyz.2026.13,"Research progress, challenges and opportunities in all-inorganic perovskite photovoltaics",Energy Z,journal,2026-07-02,article,en,architecture,,review,0.0484,,0,hybrid,0
10.1021/acsami.6c07418,10.1021/acsami.6c07418,Vapor-phase Annealing toward Homogeneous Bottom-Up Crystallization in Perovskite Solar Cells,ACS Applied Materials & Interfaces,journal,2026-07-02,article,en,scale_up,,experimental,0.0303,Shanghai University,0,closed,1
10.1016/j.surfin.2026.110023,10.1016/j.surfin.2026.110023,Triple functional passivation of SnO2 surface defects for highly efficient and stable perovskite solar cells,Surfaces and Interfaces,journal,2026-07-02,article,en,defects,,experimental,0.1364,Henan University,0,closed,0
10.1186/s13065-026-01864-4,10.1186/s13065-026-01864-4,Real-world operational characteristics of perovskite photovoltaics,BMC Chemistry,journal,2026-07-02,article,en,architecture,,review,0.0484,Huaneng Clean Energy Research Institute,0,gold,0
