work_key,doi,device_class,pce_champion,pce_certified,included_in_figure,exclusion_reason
10.1002/solr.70437,10.1002/solr.70437,single_junction,22.92,,0,lens=theory
10.1021/acs.jpclett.6c01907,10.1021/acs.jpclett.6c01907,single_junction,,,0,lens=theory
10.1002/anie.1864800,10.1002/anie.1864800,single_junction,26.85,,1,
10.1007/s40820-026-02291-9,10.1007/s40820-026-02291-9,perovskite_silicon_tandem,32.5,,1,
10.1002/ece2.70102,10.1002/ece2.70102,module,22.68,,1,
10.1002/smll.74604,10.1002/smll.74604,single_junction,25.15,,1,
10.1002/smll.74390,10.1002/smll.74390,single_junction,18.89,,1,
10.1002/smll.74999,10.1002/smll.74999,perovskite_silicon_tandem,30.62,,1,
10.1002/adfm.76715,10.1002/adfm.76715,all_perovskite_tandem,,,1,
10.1021/acsenergylett.6c00858,10.1021/acsenergylett.6c00858,single_junction,21.5,,1,
10.1021/acsenergylett.6c01161,10.1021/acsenergylett.6c01161,single_junction,18.15,,1,
10.1002/solr.70434,10.1002/solr.70434,all_perovskite_tandem,,,1,
10.1002/adma.73851,10.1002/adma.73851,single_junction,,,0,lens=review
10.1002/adma.74033,10.1002/adma.74033,single_junction,26.9,26.14,1,
10.1002/adma.74060,10.1002/adma.74060,single_junction,26.21,,0,lens=theory
10.1002/adma.74220,10.1002/adma.74220,single_junction,26.6,,1,
10.1016/j.joule.2026.102575,10.1016/j.joule.2026.102575,all_perovskite_tandem,27.3,,1,
10.1126/sciadv.aee4175,10.1126/sciadv.aee4175,module,,23.1,1,
10.1126/science.aeg1730,10.1126/science.aeg1730,module,27.2,23.5,1,
10.1002/adma.74316,10.1002/adma.74316,single_junction,,26.94,1,
10.1007/s40820-026-02295-5,10.1007/s40820-026-02295-5,single_junction,26.19,,1,
10.1126/science.aed8175,10.1126/science.aed8175,module,27.8,27.3,1,
10.1021/acsenergylett.6c01361,10.1021/acsenergylett.6c01361,perovskite_silicon_tandem,27.7,,1,
10.1002/adma.74183,10.1002/adma.74183,single_junction,25.92,,1,
10.1002/adma.74078,10.1002/adma.74078,all_perovskite_tandem,30.13,29.57,1,
10.1126/sciadv.aei2945,10.1126/sciadv.aei2945,perovskite_silicon_tandem,33.3,33.1,0,lens=theory
10.1002/anie.1676645,10.1002/anie.1676645,perovskite_silicon_tandem,33.21,32.13,1,
10.1021/acsami.6c09672,10.1021/acsami.6c09672,single_junction,22.03,,1,
10.1126/science.aef1969,10.1126/science.aef1969,single_junction,26.7,26.1,1,
10.1021/acsnano.6c04084,10.1021/acsnano.6c04084,single_junction,22.51,,1,
10.1126/sciadv.aeb8790,10.1126/sciadv.aeb8790,all_perovskite_tandem,29.44,28.84,1,
10.1002/aenm.71282,10.1002/aenm.71282,single_junction,26.67,,1,
10.1002/aenm.71267,10.1002/aenm.71267,all_perovskite_tandem,26.4,25.9,1,
10.1002/aenm.71317,10.1002/aenm.71317,perovskite_silicon_tandem,31.66,,1,
10.1016/j.nanoen.2026.112222,10.1016/j.nanoen.2026.112222,single_junction,,23.26,1,
10.1002/aenm.71358,10.1002/aenm.71358,single_junction,,,1,
10.1002/adfm.77164,10.1002/adfm.77164,single_junction,26.15,,1,
10.1002/smll.74816,10.1002/smll.74816,single_junction,,,1,
10.1002/adma.74382,10.1002/adma.74382,single_junction,,,1,
10.1021/acsenergylett.6c01517,10.1021/acsenergylett.6c01517,single_junction,26.65,,1,
10.1021/acsnano.6c08922,10.1021/acsnano.6c08922,single_junction,,,1,
10.1002/anie.1018855,10.1002/anie.1018855,single_junction,26.87,,1,
10.1002/adma.74247,10.1002/adma.74247,single_junction,26.61,,1,
10.1021/acsnano.5c21750,10.1021/acsnano.5c21750,single_junction,23.06,,1,
10.1002/aenm.71336,10.1002/aenm.71336,all_perovskite_tandem,27.84,,1,
10.1002/smll.74470,10.1002/smll.74470,all_perovskite_tandem,26.51,,1,
10.1002/anie.4177367,10.1002/anie.4177367,single_junction,25.24,,1,
10.1002/adfm.76731,10.1002/adfm.76731,single_junction,16.16,,1,
10.1021/acsenergylett.6c01837,10.1021/acsenergylett.6c01837,single_junction,,,0,lens=review
10.26599/nre.2026.9120259,10.26599/nre.2026.9120259,single_junction,,,0,lens=review
10.1021/acsami.6c08990,10.1021/acsami.6c08990,single_junction,,,1,
10.1038/s41467-026-75053-1,10.1038/s41467-026-75053-1,single_junction,26.14,25.75,1,
10.1002/solr.70421,10.1002/solr.70421,single_junction,,,0,lens=review
10.1002/cnl2.70189,10.1002/cnl2.70189,all_perovskite_tandem,21.54,,1,
10.1002/anie.7827890,10.1002/anie.7827890,single_junction,15.56,14.67,1,
10.1002/anie.4031162,10.1002/anie.4031162,single_junction,26.2,,1,
10.1002/smll.74356,10.1002/smll.74356,single_junction,20.71,,1,
10.1021/acsenergylett.6c01113,10.1021/acsenergylett.6c01113,single_junction,20.18,,1,
10.1002/anie.5530609,10.1002/anie.5530609,perovskite_silicon_tandem,32.03,,1,
10.1016/j.hybadv.2026.100700,10.1016/j.hybadv.2026.100700,single_junction,29.08,,0,lens=theory
10.1002/adfm.76974,10.1002/adfm.76974,single_junction,25.73,,0,lens=review
10.1038/s41467-026-75629-x,10.1038/s41467-026-75629-x,single_junction,26.47,,1,
10.1002/agt2.70401,10.1002/agt2.70401,single_junction,,,0,lens=review
10.1002/smll.74531,10.1002/smll.74531,single_junction,22.2,,1,
10.1002/smll.74811,10.1002/smll.74811,single_junction,26.32,,1,
10.1002/smll.74903,10.1002/smll.74903,single_junction,22.0,,1,
10.1002/anie.5216345,10.1002/anie.5216345,single_junction,26.12,,1,
10.1021/jacs.6c06932,10.1021/jacs.6c06932,single_junction,26.53,,1,
10.1038/s41467-026-75305-0,10.1038/s41467-026-75305-0,all_perovskite_tandem,26.18,26.18,1,
10.1002/smll.74289,10.1002/smll.74289,single_junction,25.53,,1,
10.1126/sciadv.aeg1456,10.1126/sciadv.aeg1456,single_junction,27.31,27.31,1,
10.1021/acsami.6c08440,10.1021/acsami.6c08440,single_junction,19.38,,1,
10.1021/acsenergylett.6c01335,10.1021/acsenergylett.6c01335,single_junction,,,1,
10.1021/acsenergylett.6c01537,10.1021/acsenergylett.6c01537,single_junction,,,1,
10.1021/acsmaterialslett.6c00479,10.1021/acsmaterialslett.6c00479,single_junction,,,1,
10.1002/anie.7090517,10.1002/anie.7090517,single_junction,26.82,,1,
10.1016/j.jclepro.2026.148924,10.1016/j.jclepro.2026.148924,single_junction,,,1,
10.1002/ente.70590,10.1002/ente.70590,single_junction,30.81,,0,lens=theory
10.1021/acsaem.6c02224,10.1021/acsaem.6c02224,single_junction,,,1,
10.1002/solr.70433,10.1002/solr.70433,single_junction,,,0,lens=theory
10.1021/acsaem.6c01370,10.1021/acsaem.6c01370,single_junction,21.4,,1,
10.1002/anie.1678852,10.1002/anie.1678852,module,26.76,,1,
10.1126/sciadv.aef6600,10.1126/sciadv.aef6600,perovskite_silicon_tandem,27.49,27.49,1,
10.20517/energymater.2026.102,10.20517/energymater.2026.102,single_junction,25.06,,1,
10.1002/pip.70131,10.1002/pip.70131,single_junction,29.64,,0,lens=theory
10.1002/anie.2884874,10.1002/anie.2884874,single_junction,25.8,,1,
10.1126/sciadv.aed6327,10.1126/sciadv.aed6327,single_junction,26.88,26.52,1,
10.1002/inf2.70159,10.1002/inf2.70159,module,,,0,lens=review
10.1021/acsaem.6c01125,10.1021/acsaem.6c01125,single_junction,3.01,,1,
10.1021/acsami.6c06005,10.1021/acsami.6c06005,single_junction,9.9,,1,
10.1021/acsami.6c05331,10.1021/acsami.6c05331,single_junction,21.15,,1,
10.1002/adfm.77211,10.1002/adfm.77211,single_junction,26.07,,1,
10.1002/adfm.77308,10.1002/adfm.77308,single_junction,,,1,
10.1002/solr.70375,10.1002/solr.70375,module,,,1,
10.1002/solr.70435,10.1002/solr.70435,single_junction,24.91,,1,
10.1021/acsaem.6c01764,10.1021/acsaem.6c01764,single_junction,22.2,,1,
10.1016/j.solmat.2026.114597,10.1016/j.solmat.2026.114597,single_junction,,,0,lens=theory
10.1021/jacs.6c05502,10.1021/jacs.6c05502,single_junction,22.99,,1,
10.1002/solr.70447,10.1002/solr.70447,single_junction,17.75,,1,
10.1016/j.hybadv.2026.100722,10.1016/j.hybadv.2026.100722,single_junction,28.85,,0,lens=theory
10.1038/s41524-026-02211-w,10.1038/s41524-026-02211-w,single_junction,,,1,
10.1126/sciadv.aec6434,10.1126/sciadv.aec6434,single_junction,,,1,
10.1021/acs.jpclett.6c01914,10.1021/acs.jpclett.6c01914,single_junction,,,1,
10.1002/solr.70430,10.1002/solr.70430,single_junction,14.57,,1,
10.26599/pom.2026.9140147,10.26599/pom.2026.9140147,single_junction,25.15,,1,
10.1063/5.0321693,10.1063/5.0321693,single_junction,,,0,lens=review
10.1002/advs.76508,10.1002/advs.76508,single_junction,26.32,,1,
10.1002/ece2.70099,10.1002/ece2.70099,single_junction,,,1,
10.1016/j.solener.2026.114838,10.1016/j.solener.2026.114838,single_junction,,,0,lens=theory
10.1016/j.xcrp.2026.103428,10.1016/j.xcrp.2026.103428,single_junction,,,0,lens=theory
10.1002/ente.70574,10.1002/ente.70574,single_junction,,,1,
10.1021/acsaem.6c01421,10.1021/acsaem.6c01421,single_junction,,,0,lens=theory
10.1021/acsaem.6c01749,10.1021/acsaem.6c01749,single_junction,,,0,lens=theory
10.1016/j.egyr.2026.109542,10.1016/j.egyr.2026.109542,single_junction,,,0,lens=theory
10.1002/eem2.70481,10.1002/eem2.70481,perovskite_silicon_tandem,,,0,lens=review
10.1002/advs.76463,10.1002/advs.76463,single_junction,28,,1,
10.1021/acsami.6c09922,10.1021/acsami.6c09922,module,24.2,,1,
10.1007/s44498-026-00134-9,10.1007/s44498-026-00134-9,single_junction,,,1,
10.1021/acsami.6c07418,10.1021/acsami.6c07418,single_junction,22.15,,1,
10.48550/arxiv.2607.15538,10.48550/arxiv.2607.15538,single_junction,,,0,lens=review
10.26434/chemrxiv.15005541/v1,10.26434/chemrxiv.15005541/v1,single_junction,,,0,lens=theory
10.26434/chemrxiv.15006468/v1,10.26434/chemrxiv.15006468/v1,single_junction,,,1,
10.26434/chemrxiv.15006097/v1,10.26434/chemrxiv.15006097/v1,single_junction,,,1,
10.5281/zenodo.21719729,10.5281/zenodo.21719729,single_junction,,,0,lens=theory
10.5281/zenodo.21719728,10.5281/zenodo.21719728,single_junction,,,0,lens=theory
10.26434/chemrxiv-2025-128tn/v2,10.26434/chemrxiv-2025-128tn/v2,single_junction,,,1,
10.48550/arxiv.2607.07221,10.48550/arxiv.2607.07221,single_junction,,,1,
10.48550/arxiv.2607.19789,10.48550/arxiv.2607.19789,single_junction,28.18,,0,lens=theory
10.48550/arxiv.2607.25951,10.48550/arxiv.2607.25951,single_junction,,,1,
10.26434/chemrxiv.15004204/v2,10.26434/chemrxiv.15004204/v2,single_junction,,,1,
10.48550/arxiv.2607.22261,10.48550/arxiv.2607.22261,single_junction,,,1,
10.26434/chemrxiv.15006632/v1,10.26434/chemrxiv.15006632/v1,single_junction,26.0,,1,
10.5281/zenodo.21184123,10.5281/zenodo.21184123,single_junction,,,0,lens=theory
10.5281/zenodo.21184124,10.5281/zenodo.21184124,single_junction,,,0,lens=theory
10.48550/arxiv.2607.09914,10.48550/arxiv.2607.09914,single_junction,,,1,
