work_key,doi,venue,axis,lens,device_class,architecture,field,value,unit,source_quotation,text_basis
10.1016/j.decarb.2026.100147,10.1016/j.decarb.2026.100147,DeCarbon,interfaces,experimental,single_junction,p-i-n,active_area_cm2,0.039,cm2,PSCs processed by BILAYER exhibit high power conversion efficiencies (PCEs) of 24.75% (lab-scale area: 0.039 cm 2 ) and 20.47% (large area: 1 cm 2,abstract
10.1002/adfm.202524231,10.1002/adfm.202524231,Advanced Functional Materials,interfaces,experimental,single_junction,p-i-n,pce_champion,26.08,%,the PEACl‐treated PSCs demonstrate an impressive power conversion efficiency of 26.08%.,abstract
10.1002/smll.202508334,10.1002/smll.202508334,Small,defects,experimental,single_junction,unknown,pce_champion,21.82,%,the optimized CsPbI 3 PSCs deliver a power conversion efficiency of 21.82% and retain 94.7% of their initial efficiency after 500 h in ambient air,abstract
10.1038/s41467-025-68207-0,10.1038/s41467-025-68207-0,Nature Communications,interfaces,experimental,single_junction,p-i-n,pce_champion,26.2,%,the PSCs with a p-i-n architecture achieve a power conversion efficiency (PCE) of 26.20% (0.072 cm²).,abstract
10.1038/s41467-025-68207-0,10.1038/s41467-025-68207-0,Nature Communications,interfaces,experimental,single_junction,p-i-n,active_area_cm2,0.072,cm2,the PSCs with a p-i-n architecture achieve a power conversion efficiency (PCE) of 26.20% (0.072 cm²).,abstract
10.1038/s41467-026-68904-4,10.1038/s41467-026-68904-4,Nature Communications,interfaces,experimental,all_perovskite_tandem,tandem_2T,pce_champion,27.11,%,also demonstrate high-efficiency monolithic tandem solar cells by integrating the optimized wide-bandgap perovskite solar cell with an organic subcell to achieve a PCE of 27.11%,abstract
10.1038/s41467-026-68904-4,10.1038/s41467-026-68904-4,Nature Communications,interfaces,experimental,all_perovskite_tandem,tandem_2T,pce_certified,26.3,%,high-efficiency monolithic tandem solar cells by integrating the optimized wide-bandgap perovskite solar cell with an organic subcell to achieve a PCE of 27.11% (certified 26.3%).,abstract
10.1007/s40820-025-02010-w,10.1007/s40820-025-02010-w,Nano-Micro Letters,architecture,experimental,single_junction,p-i-n,pce_champion,25.6,%,the optimized NiO x -based TSP p-i-n PSCs achieve a notable PCE of 25.6% with superior operational stability.,abstract
10.1021/acsenergylett.5c03328,10.1021/acsenergylett.5c03328,ACS Energy Letters,interfaces,experimental,single_junction,p-i-n,pce_champion,26.39,%,"Consequently, a champion PCE of 26.39% has been achieved by TZCl-CN modification with improved operational stability after maximum power point tracking over 1000 h at",abstract
10.1002/aenm.202505931,10.1002/aenm.202505931,Advanced Energy Materials,defects,scale_up,module,module,pce_champion,13.78,%,"the champion ST‐PSC delivers 13.78% power conversion efficiency (PCE), 31.1% average visible transmittance (AVT), and a high light utilization efficiency (LUE) of 4.29%",abstract
10.1002/aenm.202505931,10.1002/aenm.202505931,Advanced Energy Materials,defects,scale_up,module,module,t80_h,268,h,The unencapsulated ST‐PSCs retain 79.6% of initial PCE after 268 h of continuous standard light soaking,abstract
10.1002/aenm.202506630,10.1002/aenm.202506630,Advanced Energy Materials,stability,experimental,single_junction,p-i-n,pce_champion,21.67,%,the power conversion efficiency (PCE) of inverted inorganic perovskite solar cells (IPSCs) with CBSA is increased from 18.88% to 21.67%,abstract
10.1002/adma.202521878,10.1002/adma.202521878,Advanced Materials,interfaces,experimental,single_junction,p-i-n,pce_champion,26.07,%,2Py ETL enables an efficiency of 26.07% for inverted PSCs based on a 1.55‐eV bandgap,abstract
10.1002/adma.202522652,10.1002/adma.202522652,Advanced Materials,interfaces,experimental,single_junction,n-i-p,pce_champion,25.23,%,"oxetane-functionalized ETL endowed n-i-p structured PSCs with a champion power conversion efficiency of 25.23%, among the highest values reported for organic ETL-based devices",abstract
10.1007/s40820-025-02037-z,10.1007/s40820-025-02037-z,Nano-Micro Letters,architecture,experimental,all_perovskite_tandem,tandem_2T,pce_champion,26.49,%,a remarkable PCE of 26.49% (certified 25.56%) with a high open-circuit voltage of 2.214 V has been achieved for the perovskite/organic tandem device,abstract
10.1007/s40820-025-02037-z,10.1007/s40820-025-02037-z,Nano-Micro Letters,architecture,experimental,all_perovskite_tandem,tandem_2T,pce_certified,25.56,%,a remarkable PCE of 26.49% (certified 25.56%),abstract
10.1007/s40820-025-01962-3,10.1007/s40820-025-01962-3,Nano-Micro Letters,architecture,experimental,perovskite_silicon_tandem,tandem_2T,pce_champion,29.73,%,"n–i–p perovskite/silicon TSCs featuring ultrathin spiro-OMeTAD exhibit remarkable efficiencies of 29.73% (0.135 cm 2 ) and 28.77% (28.25% certified efficiency, 1.012 cm 2 )",abstract
10.1007/s40820-025-01962-3,10.1007/s40820-025-01962-3,Nano-Micro Letters,architecture,experimental,perovskite_silicon_tandem,tandem_2T,pce_certified,28.25,%,"28.77% (28.25% certified efficiency, 1.012 cm 2 )",abstract
10.1007/s40820-025-01962-3,10.1007/s40820-025-01962-3,Nano-Micro Letters,architecture,experimental,perovskite_silicon_tandem,tandem_2T,active_area_cm2,0.135,cm2,29.73% (0.135 cm 2 ),abstract
10.1038/s41467-025-68219-w,10.1038/s41467-025-68219-w,Nature Communications,stability,experimental,single_junction,unknown,pce_champion,24.31,%,WBG PSCs (~1.68 eV) with a champion power conversion efficiency (PCE) of 24.31%,abstract
10.1126/science.aea0656,10.1126/science.aea0656,Science,defects,experimental,module,p-i-n,pce_champion,25.4,%,"inverted 3D/2D-amidinium perovskite solar cells deliver 25.4% power conversion efficiency (1.1 square centimeters, steady-state certified)",abstract
10.1126/science.aea0656,10.1126/science.aea0656,Science,defects,experimental,module,p-i-n,pce_certified,25.4,%,"25.4% power conversion efficiency (1.1 square centimeters, steady-state certified)",abstract
10.1126/science.aea0656,10.1126/science.aea0656,Science,defects,experimental,module,p-i-n,pce_stabilised,25.4,%,"25.4% power conversion efficiency (1.1 square centimeters, steady-state certified)",abstract
10.1126/science.aea0656,10.1126/science.aea0656,Science,defects,experimental,module,p-i-n,active_area_cm2,1.1,cm2,1.1 square centimeters,abstract
10.1002/adma.202518582,10.1002/adma.202518582,Advanced Materials,scale_up,scale_up,module,module,pce_champion,26.61,%,the optimized PSCs deliver a high power conversion efficiency (PCE) of 26.61%,abstract
10.1002/flm2.70033,10.1002/flm2.70033,FlexMat.,interfaces,experimental,single_junction,unknown,pce_champion,20.77,%,The device prepared using DMAFo as an additive achieved the best device efficiency of 20.77%,abstract
10.1126/science.aea8228,10.1126/science.aea8228,Science,stability,experimental,single_junction,n-i-p,pce_champion,26.6,%,This strategy enabled n-i-p perovskite solar cells to achieve a PCE of 26.6% (certified 26.5%),abstract
10.1126/science.aea8228,10.1126/science.aea8228,Science,stability,experimental,single_junction,n-i-p,pce_certified,26.5,%,This strategy enabled n-i-p perovskite solar cells to achieve a PCE of 26.6% (certified 26.5%),abstract
10.1038/s41467-025-68231-0,10.1038/s41467-025-68231-0,Nature Communications,stability,experimental,module,n-i-p,pce_certified,25.62,%,the n-i-p perovskite solar cells achieve a certified power conversion efficiency of 25.62%,abstract
10.1038/s41467-025-68231-0,10.1038/s41467-025-68231-0,Nature Communications,stability,experimental,module,n-i-p,active_area_cm2,22.8,cm2,with perovskite solar modules achieving PCE of 22.03% (active area: 22.8 cm2),abstract
10.1038/s41467-026-68439-8,10.1038/s41467-026-68439-8,Nature Communications,scale_up,experimental,single_junction,unknown,pce_champion,26.5,%,the blade-coated devices deliver power conversion efficiencies (PCEs) of 26.5% (0.0665 cm2) and 22.9% (728.0 cm2),abstract
10.1038/s41467-026-68439-8,10.1038/s41467-026-68439-8,Nature Communications,scale_up,experimental,single_junction,unknown,active_area_cm2,0.0665,cm2,power conversion efficiencies (PCEs) of 26.5% (0.0665 cm2),abstract
10.1002/anie.202513535,10.1002/anie.202513535,Angewandte Chemie International Edition,interfaces,experimental,single_junction,p-i-n,pce_champion,26.29,%,MTBH‐incorporated devices achieve a champion power conversion efficiency (PCE) of 26.29% (versus 23.62% for control),abstract
10.1002/adma.202517596,10.1002/adma.202517596,Advanced Materials,stability,experimental,single_junction,p-i-n,pce_certified,27.1,%,This synergistic regulation yields air‐processed inverted PSCs with a certified steady‐state efficiency of 27.10%,abstract
10.1002/adfm.202526993,10.1002/adfm.202526993,Advanced Functional Materials,interfaces,experimental,single_junction,p-i-n,pce_champion,26.18,%,"The best power conversion efficiency (PCE) of 26.18% is achieved, which is among the highest values reported for hybrid SAMs‐modified NiO x ‐based IPSCs.",abstract
10.1002/smll.202514524,10.1002/smll.202514524,Small,defects,experimental,single_junction,p-i-n,pce_champion,25.17,%,the MSB‐based PSCs achieved a champion PCE of 25.17% with over 1000 h T90 operational stability,abstract
10.1021/acs.jpclett.5c03815,10.1021/acs.jpclett.5c03815,The Journal of Physical Chemistry Letters,interfaces,experimental,single_junction,p-i-n,pce_champion,23.19,%,"The PSCs based on the mNiO x HTL achieve a power conversion efficiency (PCE) of 23.19%, along with markedly improved operation and storage stability.",abstract
10.1002/adfm.202531852,10.1002/adfm.202531852,Advanced Functional Materials,composition,experimental,single_junction,n-i-p,pce_champion,25.32,%,The optimized n‐i‐p planar PSCs achieved a champion power conversion efficiency (PCE) of 25.32 %.,abstract
10.1002/aenm.202506619,10.1002/aenm.202506619,Advanced Energy Materials,architecture,experimental,perovskite_silicon_tandem,tandem_2T,pce_champion,31.85,%,"when integrated into two‐terminal (2T) mechanically stacked and monolithic perovskite/silicon tandem architectures, the optimized devices achieved efficiencies of 31.85% and 30.17% with enhanced stability",abstract
10.1002/aenm.202506634,10.1002/aenm.202506634,Advanced Energy Materials,architecture,experimental,all_perovskite_tandem,tandem_2T,pce_champion,28.41,%,"is successfully extended to monolithic all‐perovskite tandem cells, where Li─T maintains high efficiency of 28.41% while significantly improving device stability",abstract
10.1021/acsenergylett.5c03901,10.1021/acsenergylett.5c03901,ACS Energy Letters,defects,experimental,single_junction,unknown,pce_champion,26.01,%,PSCs with polymerized PFPA achieve a champion power conversion efficiency (PCE) of 26.01%,abstract
10.1021/acsenergylett.5c03901,10.1021/acsenergylett.5c03901,ACS Energy Letters,defects,experimental,single_junction,unknown,active_area_cm2,14,cm2,minimodules with an active area of 14 cm 2 deliver a PCE of 21.66%,abstract
10.1021/jacs.5c16976,10.1021/jacs.5c16976,Journal of the American Chemical Society,defects,experimental,single_junction,unknown,pce_champion,26.66,%,a champion efficiency of 26.66% (26.35% certified) was achieved by a new FREA additive,abstract
10.1021/jacs.5c16976,10.1021/jacs.5c16976,Journal of the American Chemical Society,defects,experimental,single_junction,unknown,pce_certified,26.35,%,a champion efficiency of 26.66% (26.35% certified) was achieved by a new FREA additive,abstract
10.1021/acs.nanolett.5c05593,10.1021/acs.nanolett.5c05593,Nano Letters,defects,experimental,single_junction,p-i-n,pce_champion,26.1,%,The resulting inverted PSCs incorporating SHMS achieve a power conversion efficiency of 26.10% (certified value of 25.66%) with a fill factor of 87%,abstract
10.1021/acs.nanolett.5c05593,10.1021/acs.nanolett.5c05593,Nano Letters,defects,experimental,single_junction,p-i-n,pce_certified,25.66,%,The resulting inverted PSCs incorporating SHMS achieve a power conversion efficiency of 26.10% (certified value of 25.66%) with a fill factor of 87%,abstract
10.1002/adfm.202521919,10.1002/adfm.202521919,Advanced Functional Materials,interfaces,experimental,single_junction,unknown,pce_champion,22.5,%,FASn 0.5 Pb 0.5 I 3 PSCs utilizing MXene‐NiO x HTLs achieved a remarkable power conversion efficiency (PCE) of 22.50% (20.04% certified),abstract
10.1002/adfm.202521919,10.1002/adfm.202521919,Advanced Functional Materials,interfaces,experimental,single_junction,unknown,pce_certified,20.04,%,FASn 0.5 Pb 0.5 I 3 PSCs utilizing MXene‐NiO x HTLs achieved a remarkable power conversion efficiency (PCE) of 22.50% (20.04% certified),abstract
10.1002/adfm.202521919,10.1002/adfm.202521919,Advanced Functional Materials,interfaces,experimental,single_junction,unknown,t80_h,600,h,"unencapsulated devices show improved stability, retaining approximately 80% of their initial PCE after 600 h of continuous operation at maximum power point",abstract
10.1021/acsami.5c18622,10.1021/acsami.5c18622,ACS Applied Materials & Interfaces,interfaces,experimental,single_junction,unknown,pce_champion,20.9,%,The optimized device achieves a power conversion efficiency (PCE) of 20.9% with a high open-circuit voltage ( V OC ) of 1.36 V,abstract
10.1021/acsami.5c18622,10.1021/acsami.5c18622,ACS Applied Materials & Interfaces,interfaces,experimental,single_junction,unknown,t80_h,460,h,the device retains 80% of the initial PCE after 460 h of maximum power point tracking,abstract
10.1021/acsaem.5c03125,10.1021/acsaem.5c03125,ACS Applied Energy Materials,interfaces,experimental,single_junction,p-i-n,pce_champion,20.21,%,"The optimized devices achieve an average power conversion efficiency (PCE) of 20.21%, representing a 16.8% enhancement compared to the control device (PCE = 17.31%)",abstract
10.1002/smll.202512942,10.1002/smll.202512942,Small,defects,experimental,single_junction,p-i-n,pce_champion,26.12,%,the corresponding 1.55 eV bandgap PSCs achieved the highest power conversion efficiency (PCE) of 26.12% and excellent air stability,abstract
10.1002/adfm.202531831,10.1002/adfm.202531831,Advanced Functional Materials,defects,experimental,single_junction,p-i-n,pce_champion,25.24,%,The high‐power conversion efficiency (PCE) of 25.24% is achieved with this strategy,abstract
10.1021/acsami.5c12441,10.1021/acsami.5c12441,ACS Applied Materials & Interfaces,defects,experimental,single_junction,unknown,pce_champion,6.17,%,"The dual passivation mechanism involving both Pb defects and halide vacancies enables a record PCE of 6.17% for air-processed low-cost PSCs, achieving absolute efficiency enhancement",abstract
10.1021/acsami.5c22927,10.1021/acsami.5c22927,ACS Applied Materials & Interfaces,defects,theory,single_junction,unknown,pce_champion,24.09,%,The BTDA-modified PSC yields a boosted power conversion efficiency (PCE) from 21.91% to 24.09%,abstract
10.1002/advs.202522461,10.1002/advs.202522461,Advanced Science,defects,experimental,single_junction,n-i-p,pce_champion,23.14,%,"Devices treated with [12]‐C‐4POR delivered a champion PCE of 23.14%, surpassing the control device (21.6%)",abstract
10.1186/s43074-025-00219-x,10.1186/s43074-025-00219-x,PhotoniX,stability,experimental,single_junction,n-i-p,active_area_cm2,0.1,cm2,thereby enabling a PCE of 22.5% and 18.8% for 0.1-cm 2 and 57.33-cm 2 devices,abstract
10.1002/rar2.70162,10.1002/rar2.70162,Rare Metals,composition,experimental,single_junction,unknown,pce_champion,16.0,%,Devices optimized with CF3BTD achieved a champion power conversion efficiency of 16.00%,abstract
10.1002/rar2.70162,10.1002/rar2.70162,Rare Metals,composition,experimental,single_junction,unknown,pce_certified,15.06,%,"with a certified efficiency of 15.06%, ranking them among the highest‐performing Sn‐PSCs reported to date",abstract
10.1002/smll.202510652,10.1002/smll.202510652,Small,architecture,experimental,all_perovskite_tandem,tandem_2T,pce_champion,28.63,%,"two-terminal all-perovskite tandem solar cells were fabricated, which demonstrated an impressive PCE of 28.63%",abstract
10.1002/smll.202513842,10.1002/smll.202513842,Small,interfaces,experimental,single_junction,p-i-n,pce_champion,22.97,%,"for a 1.67 eV wide-bandgap perovskite device, demonstrating one of the lowest reported open-circuit voltage deficits (0.40 V), achieving a power conversion efficiency of 22.97%.",abstract
10.1002/anie.202523665,10.1002/anie.202523665,Angewandte Chemie International Edition,stability,experimental,single_junction,p-i-n,pce_champion,26.6,%,WH13-based inverted PSCs achieve a champion PCE of 26.6% (certified 26.24%),abstract
10.1002/anie.202523665,10.1002/anie.202523665,Angewandte Chemie International Edition,stability,experimental,single_junction,p-i-n,pce_certified,26.24,%,WH13-based inverted PSCs achieve a champion PCE of 26.6% (certified 26.24%),abstract
10.1002/anie.202523665,10.1002/anie.202523665,Angewandte Chemie International Edition,stability,experimental,single_junction,p-i-n,stability_protocol,ISOS-L-1,label,,abstract
10.1021/acsaem.5c03260,10.1021/acsaem.5c03260,ACS Applied Energy Materials,defects,experimental,single_junction,unknown,pce_champion,14.6,%,"Devices using PM7 reach a PCE of 14.6%, a 53.8% improvement over the control.",abstract
10.3390/nano16030188,10.3390/nano16030188,Nanomaterials,defects,experimental,single_junction,p-i-n,pce_champion,17.93,%,incorporating 2 vol% CM NCs into PSCs achieved a power conversion efficiency (PCE) of 17.93%,abstract
10.1021/acsami.5c23126,10.1021/acsami.5c23126,ACS Applied Materials & Interfaces,defects,experimental,single_junction,unknown,pce_champion,22.67,%,the efficiency of PSCs increased from 21.22% to 22.67% on a 4 cm 2 area,abstract
10.1021/acsami.5c23126,10.1021/acsami.5c23126,ACS Applied Materials & Interfaces,defects,experimental,single_junction,unknown,active_area_cm2,4,cm2,on a 4 cm 2 area,abstract
10.1002/pip.70070,10.1002/pip.70070,Progress in Photovoltaics Research and Applications,interfaces,experimental,single_junction,p-i-n,pce_champion,22.93,%,"the optimized flexible triple‐cation and FAPbI 3 composition PSCs yield a power conversion efficiency (PCE) of 21.64% and 22.93%, respectively",abstract
10.1021/acsami.5c22974,10.1021/acsami.5c22974,ACS Applied Materials & Interfaces,defects,experimental,single_junction,unknown,pce_champion,20.41,%,the optimized 1.68 eV PSCs achieve a notable PCE of 20.41% with a V OC of 1.262 V under standard AM 1.5G illumination,abstract
10.1021/acsaem.5c03964,10.1021/acsaem.5c03964,ACS Applied Energy Materials,defects,experimental,single_junction,p-i-n,pce_champion,0.955,%,"As a result, inverted Cs 2 AgBiBr 6 solar cells show an efficiency of 0.955% with a high V oc of >1.0 V, which is",abstract
10.1002/adfm.202530978,10.1002/adfm.202530978,Advanced Functional Materials,scale_up,experimental,single_junction,unknown,pce_champion,23.27,%,"Ultra‐thin perovskite photovoltaics fabricated on this platform achieve a champion efficiency of 23.27% and a specific power of 35 W/g, ranking among the highest values",abstract
10.1002/smll.202513111,10.1002/smll.202513111,Small,composition,review,single_junction,unknown,pce_champion,20.55,%,"As a result, the TTA‐modified device achieves a remarkable power conversion efficiency (PCE) of 20.55% with an open‐circuit voltage ( V OC ) of 1.339",abstract
10.1016/j.matre.2026.100406,10.1016/j.matre.2026.100406,Materials Reports Energy,scale_up,scale_up,single_junction,unknown,pce_champion,20.62,%,"Ultimately, the optimized PSCs exhibited a remarkable power conversion efficiency of 20.62%, with excellent light, thermal, and long-term stability.",abstract
10.26434/chemrxiv.10001581/v1,10.26434/chemrxiv.10001581/v1,ChemRxiv,interfaces,experimental,single_junction,n-i-p,pce_champion,12.16,%,"the optimized device (5 mg/mL IDA) delivers a champion power conversion efficiency (PCE) of 12.16%, representing a significant absolute enhancement of 3.38% over the unmodified",abstract
10.48550/arxiv.2601.23191,10.48550/arxiv.2601.23191,arXiv (Cornell University),scale_up,theory,single_junction,unknown,pce_champion,24.2,%,"The optimized HNW structure achieved a notable power conversion efficiency of 24.2%, highlighting a strong connection between optical confinement and effective carrier transport.",abstract
10.1002/aenm.202505854,10.1002/aenm.202505854,Advanced Energy Materials,defects,experimental,single_junction,unknown,pce_champion,22.53,%,achieve a power conversion efficiency (PCE) of 22.53% (certified 21.95%),abstract
10.1002/aenm.202505854,10.1002/aenm.202505854,Advanced Energy Materials,defects,experimental,single_junction,unknown,pce_certified,21.95,%,achieve a power conversion efficiency (PCE) of 22.53% (certified 21.95%),abstract
10.1002/anie.202516537,10.1002/anie.202516537,Angewandte Chemie International Edition,interfaces,experimental,single_junction,p-i-n,pce_champion,26.41,%,"As a result, the PCE of PSCs increased to 26.41%, with perovskite modules achieving 20.88% efficiency over a 64.68 cm 2 active area.",abstract
10.1002/anie.202516537,10.1002/anie.202516537,Angewandte Chemie International Edition,interfaces,experimental,single_junction,p-i-n,active_area_cm2,64.68,cm2,perovskite modules achieving 20.88% efficiency over a 64.68 cm 2 active area,abstract
10.1002/adma.202519267,10.1002/adma.202519267,Advanced Materials,interfaces,theory,single_junction,p-i-n,pce_champion,26.45,%,"As a result, voltage loss is reduced to 31 mV, enabling power conversion efficiencies of 25.56% in n-i-p and 26.45% in p-i-n architectures with negligible",abstract
10.1126/science.aea3339,10.1126/science.aea3339,Science,interfaces,experimental,single_junction,p-i-n,pce_champion,27.1,%,Devices achieved a power conversion efficiency of 27.1% (26.6% certified) and retained more than 90% of their initial efficiency for ~5000 hours under 1-sun equivalent,abstract
10.1126/science.aea3339,10.1126/science.aea3339,Science,interfaces,experimental,single_junction,p-i-n,pce_certified,26.6,%,Devices achieved a power conversion efficiency of 27.1% (26.6% certified),abstract
10.1038/s41560-026-01993-z,10.1038/s41560-026-01993-z,Nature Energy,defects,experimental,single_junction,unknown,pce_champion,27.2,%,deliver a power conversion efficiency of 27.2% (certified as 26.9%),abstract
10.1038/s41560-026-01993-z,10.1038/s41560-026-01993-z,Nature Energy,defects,experimental,single_junction,unknown,pce_certified,26.9,%,deliver a power conversion efficiency of 27.2% (certified as 26.9%),abstract
10.1002/aenm.202506610,10.1002/aenm.202506610,Advanced Energy Materials,defects,experimental,single_junction,unknown,pce_champion,22.2,%,These advantages enable the fabrication of opaque and semi‐transparent solar cells based on the wide bandgap perovskite with efficiencies of 22.2% and 20.0% (stabilized power,abstract
10.1002/aenm.202506610,10.1002/aenm.202506610,Advanced Energy Materials,defects,experimental,single_junction,unknown,pce_stabilised,21.4,%,"with efficiencies of 22.2% and 20.0% (stabilized power output of 21.4% and 19.5%), respectively",abstract
10.1021/acsami.5c20363,10.1021/acsami.5c20363,ACS Applied Materials & Interfaces,defects,theory,single_junction,unknown,pce_champion,20.2,%,Devices fabricated with optimized AMPS content achieve a champion power conversion efficiency of 20.2%,abstract
10.1021/acsenergylett.5c04127,10.1021/acsenergylett.5c04127,ACS Energy Letters,interfaces,experimental,perovskite_silicon_tandem,tandem_2T,pce_champion,32.73,%,deliver improved efficiency of 32.73% (certified 32.46%),abstract
10.1021/acsenergylett.5c04127,10.1021/acsenergylett.5c04127,ACS Energy Letters,interfaces,experimental,perovskite_silicon_tandem,tandem_2T,pce_certified,32.46,%,deliver improved efficiency of 32.73% (certified 32.46%),abstract
10.1002/anie.202525815,10.1002/anie.202525815,Angewandte Chemie International Edition,defects,experimental,module,unknown,pce_champion,26.9,%,"As a result, the optimized device yields a champion power conversion efficiency (PCE) of 26.90% (certified 26.75%)",abstract
10.1002/anie.202525815,10.1002/anie.202525815,Angewandte Chemie International Edition,defects,experimental,module,unknown,pce_certified,26.75,%,the optimized device yields a champion power conversion efficiency (PCE) of 26.90% (certified 26.75%),abstract
10.1002/anie.202525815,10.1002/anie.202525815,Angewandte Chemie International Edition,defects,experimental,module,unknown,active_area_cm2,10.24,cm2,a minimodule with an aperture area of 10.24 cm 2 also achieves a remarkable PCE of 23.0%,abstract
