work_key,doi,venue,axis,lens,device_class,architecture,field,value,unit,source_quotation,text_basis
10.1038/s41467-026-75990-x,10.1038/s41467-026-75990-x,Nature Communications,defects,experimental,single_junction,unknown,active_area_cm2,14,cm2,"Furthermore, 4APM-based perovskite solar modules (PSMs) with an active area of 14.0 cm 2 deliver a PCE of 23.16%.",abstract
10.1002/smll.74660,10.1002/smll.74660,Small,defects,experimental,single_junction,unknown,pce_champion,15.1,%,PeQD PVs achieve a power conversion efficiency (PCE) of 15.1% ± 0.2% under 1‐sun illumination and deliver an output power density of 118.8 ± 1.5,abstract
10.1002/adma.73950,10.1002/adma.73950,Advanced Materials,defects,experimental,single_junction,unknown,pce_champion,26.7,%,"TTA‐modified perovskite solar cells achieve a high‐power conversion efficiency of 26.7%, with a fill factor of 85.5% and an open‐circuit voltage of 1.20 V.",abstract
10.1002/adfm.76848,10.1002/adfm.76848,Advanced Functional Materials,interfaces,experimental,single_junction,n-i-p,pce_champion,25.67,%,"the conversion efficiency of ambient‐processed PSCs has been improved significantly from 23.33% to 25.67%, retaining over 90% of initial values after storing in air for",abstract
10.1002/adfm.77175,10.1002/adfm.77175,Advanced Functional Materials,interfaces,experimental,single_junction,n-i-p,pce_champion,25.76,%,the optimized PSC achieves a champion power conversion efficiency of 25.76% with an open‐circuit voltage of 1.184 V and retains over 80% of its initial,abstract
10.1002/aenm.71312,10.1002/aenm.71312,Advanced Energy Materials,defects,experimental,single_junction,n-i-p,pce_champion,25.3,%,Optimized PC‐treated devices achieved a champion efficiency of 25.3% and exhibited enhanced operational stabilities under continuous 1 SUN light soaking and 85°C/85% RH damp heat,abstract
10.1002/solr.70425,10.1002/solr.70425,Solar RRL,interfaces,experimental,single_junction,unknown,pce_champion,13.7,%,PSC based on the optimum HTL significantly boosts the efficiency with the power conversion efficiency reaching to 13.7% while reducing hysteresis to 4.5% from 7.60%,abstract
10.1002/smll.74806,10.1002/smll.74806,Small,interfaces,experimental,single_junction,p-i-n,pce_champion,23.15,%,the PFN‐Br–modified devices deliver a champion power conversion efficiency of 23.15% and a high V OC of 1.281 V for perovskite cells with a bandgap,abstract
10.1002/adma.73886,10.1002/adma.73886,Advanced Materials,interfaces,experimental,single_junction,p-i-n,pce_champion,26.33,%,modified devices achieve an efficiency of 26.33% (exceeding 22.92% of the control) with high open‐circuit voltage (V OC ) of 1.167 V and fill factor,abstract
10.1002/adfm.76878,10.1002/adfm.76878,Advanced Functional Materials,interfaces,experimental,single_junction,p-i-n,pce_champion,25.75,%,"The resulting devices achieve a champion power conversion efficiency (PCE) of 25.75%, representing a significant improvement over control devices (24.25%), with the fill factor increasing",abstract
10.1002/adfm.76878,10.1002/adfm.76878,Advanced Functional Materials,interfaces,experimental,single_junction,p-i-n,active_area_cm2,1,cm2,delivering 25.06% PCE for 1 cm 2 devices with a relative efficiency loss of only 3.11%,abstract
10.1021/acsaem.6c01637,10.1021/acsaem.6c01637,ACS Applied Energy Materials,defects,theory,single_junction,unknown,pce_champion,21.53,%,"The modified device obtained a champion power conversion efficiency (PCE) of 21.53%, which is 11.21% higher than that of the control device (19.36%).",abstract
10.1021/acsaem.6c01637,10.1021/acsaem.6c01637,ACS Applied Energy Materials,defects,theory,single_junction,unknown,t80_h,720,h,"The modified device preserved 80% of initial PCE after 720 h, compared to 58% for the control device.",abstract
10.1002/anie.2924886,10.1002/anie.2924886,Angewandte Chemie International Edition,defects,experimental,single_junction,n-i-p,pce_champion,26.81,%,the resulting device achieves an efficiency of 26.81% with T 93 lifetime over 1140 h under standard illumination at 85°C,abstract
10.1002/aenm.71259,10.1002/aenm.71259,Advanced Energy Materials,interfaces,experimental,single_junction,n-i-p,pce_champion,23.38,%,achieving a champion efficiency of 23.38% with robust stability under ISOS‐L‐1 and ISOS‐D‐2 protocols,abstract
10.1002/anie.8080769,10.1002/anie.8080769,Angewandte Chemie International Edition,interfaces,experimental,single_junction,p-i-n,pce_champion,27.06,%,small‐area devices achieve a power conversion efficiency of 27.06% (certified 26.82%),abstract
10.1002/anie.8080769,10.1002/anie.8080769,Angewandte Chemie International Edition,interfaces,experimental,single_junction,p-i-n,pce_certified,26.82,%,small‐area devices achieve a power conversion efficiency of 27.06% (certified 26.82%),abstract
10.1002/anie.8080769,10.1002/anie.8080769,Angewandte Chemie International Edition,interfaces,experimental,single_junction,p-i-n,active_area_cm2,21.54,cm2,perovskite modules deliver 24.1% efficiency over a 21.54 cm 2 aperture area,abstract
10.1002/adfm.77015,10.1002/adfm.77015,Advanced Functional Materials,defects,experimental,single_junction,n-i-p,pce_champion,26.33,%,small‐area PSC device presents 26.33% efficiency with negligible hysteresis,abstract
10.1021/acsenergylett.6c01826,10.1021/acsenergylett.6c01826,ACS Energy Letters,defects,experimental,single_junction,unknown,pce_champion,17.1,%,CsPbI3 PQD solar cells achieve an efficiency of 17.1% with enhanced operational stability,abstract
10.1002/adma.73807,10.1002/adma.73807,Advanced Materials,interfaces,experimental,module,p-i-n,pce_champion,27.31,%,"we achieve champion‐certified efficiencies of 27.31% for small‐area rigid PSCs, 24.52% for flexible devices, and 17.11% for large‐area flexible modules (684.75 cm 2 )",abstract
10.1002/adma.73807,10.1002/adma.73807,Advanced Materials,interfaces,experimental,module,p-i-n,pce_certified,27.31,%,"we achieve champion‐certified efficiencies of 27.31% for small‐area rigid PSCs, 24.52% for flexible devices, and 17.11% for large‐area flexible modules (684.75 cm 2 )",abstract
10.1002/adma.73807,10.1002/adma.73807,Advanced Materials,interfaces,experimental,module,p-i-n,active_area_cm2,684.75,cm2,17.11% for large‐area flexible modules (684.75 cm 2 ),abstract
10.1002/aenm.202506753,10.1002/aenm.202506753,Advanced Energy Materials,architecture,experimental,all_perovskite_tandem,tandem_2T,pce_champion,30,%,monolithic all‐perovskite tandem devices surpass 30% with reproducible performance and operational stability,abstract
10.1007/s42114-026-01958-6,10.1007/s42114-026-01958-6,Advanced Composites and Hybrid Materials,defects,experimental,single_junction,n-i-p,pce_champion,22.16,%,KSb-modified devices achieve an efficiency of 22.16% with an open-circuit voltage of 1.183 V and a fill factor of 84.30%,abstract
10.1002/solr.70437,10.1002/solr.70437,Solar RRL,defects,theory,single_junction,p-i-n,pce_champion,22.92,%,"yields a power conversion efficiency (PCE) of 22.92% for PSCs based on a 1.62 eV triple‐cation mixed‐halide perovskite absorber, with open‐circuit voltage and fill factor",abstract
10.1002/anie.1864800,10.1002/anie.1864800,Angewandte Chemie International Edition,defects,experimental,single_junction,p-i-n,pce_champion,26.85,%,The champion inverted PSC achieves 26.85% efficiency with a fill factor of 86.67% and retains 96% of initial efficiency after 1100 h at 65 °C.,abstract
10.1007/s40820-026-02291-9,10.1007/s40820-026-02291-9,Nano-Micro Letters,architecture,experimental,perovskite_silicon_tandem,tandem_2T,pce_champion,32.5,%,"Consequently, both the single-junction and tandem devices achieve efficiencies of 23.3% and 32.5%, respectively, along with excellent stability under moisture and illumination.",abstract
10.1002/ece2.70102,10.1002/ece2.70102,EcoEnergy,defects,scale_up,module,module,pce_champion,22.68,%,"Ultimately, the resultant perovskite solar cells achieve a power conversion efficiency (PCE) of 22.68%.",abstract
10.1002/ece2.70102,10.1002/ece2.70102,EcoEnergy,defects,scale_up,module,module,active_area_cm2,63.7,cm2,"The mini‐module with an active area of 63.7 cm 2 achieves a PCE of 17.48%, whereas the flexible devices attain a record‐high PCE of 20.13%.",abstract
10.1002/smll.74604,10.1002/smll.74604,Small,interfaces,experimental,single_junction,n-i-p,pce_champion,25.15,%,"The resultant regular planar perovskite solar cells achieve a power conversion efficiency of 25.15% for small‐area devices (0.04 cm 2 ), and 21.15% for mini‐modules",abstract
10.1002/smll.74604,10.1002/smll.74604,Small,interfaces,experimental,single_junction,n-i-p,active_area_cm2,0.04,cm2,"The resultant regular planar perovskite solar cells achieve a power conversion efficiency of 25.15% for small‐area devices (0.04 cm 2 ), and 21.15% for mini‐modules",abstract
10.1002/smll.74390,10.1002/smll.74390,Small,interfaces,experimental,single_junction,unknown,pce_champion,18.89,%,"Benefiting from this dual regulation, the modified CsPbI 3 ‐based IPSCs achieve a power conversion efficiency of 18.89% and exhibit significantly improved environmental stability.",abstract
10.1002/smll.74999,10.1002/smll.74999,Small,interfaces,experimental,perovskite_silicon_tandem,tandem_2T,pce_champion,30.62,%,"In combination with silicon sub-cells, the resulting PSTSCs achieved a PCE of 30.62% and maintaining 95% of their initial efficiency after 500 h of MPP",abstract
10.1021/acsenergylett.6c00858,10.1021/acsenergylett.6c00858,ACS Energy Letters,architecture,experimental,single_junction,p-i-n,pce_champion,21.5,%,"optimized p-i-n perovskite solar cell with an active area of 0.128 cm2 and a device architecture of glass/ITO/PEDOT:PSS/Cs0.05FA0.70MA0.25Pb0.50Sn0.50I3/C60/BCP/Ag achieved a power conversion efficiency of 21.5%,",abstract
10.1021/acsenergylett.6c00858,10.1021/acsenergylett.6c00858,ACS Energy Letters,architecture,experimental,single_junction,p-i-n,active_area_cm2,0.128,cm2,The optimized p-i-n perovskite solar cell with an active area of 0.128 cm2 and a device architecture of glass/ITO/PEDOT:PSS/Cs0.05FA0.70MA0.25Pb0.50Sn0.50I3/C60/BCP/Ag achieved a power conversion efficiency of,abstract
10.1021/acsenergylett.6c01161,10.1021/acsenergylett.6c01161,ACS Energy Letters,defects,experimental,single_junction,unknown,pce_champion,18.15,%,"This approach successfully suppresses surface defect-induced non-radiative recombination, achieving a significant enhancement in Voc (1.166 V) and a device efficiency of 18.15%.",abstract
10.1002/adma.74033,10.1002/adma.74033,Advanced Materials,defects,experimental,single_junction,p-i-n,pce_champion,26.9,%,"As a result, the inverted PSCs achieve power conversion efficiencies of 26.90% (certified 26.14%) (1.55 eV), 22.02% (1.25 eV), and 23.11% (1.68 eV), respectively.",abstract
10.1002/adma.74033,10.1002/adma.74033,Advanced Materials,defects,experimental,single_junction,p-i-n,pce_certified,26.14,%,"As a result, the inverted PSCs achieve power conversion efficiencies of 26.90% (certified 26.14%) (1.55 eV), 22.02% (1.25 eV), and 23.11% (1.68 eV), respectively.",abstract
10.1002/adma.74060,10.1002/adma.74060,Advanced Materials,defects,theory,single_junction,p-i-n,pce_champion,26.21,%,delivering a champion power conversion efficiency of 26.21%,abstract
10.1002/adma.74220,10.1002/adma.74220,Advanced Materials,defects,experimental,single_junction,n-i-p,pce_champion,26.6,%,the modified n–i–p PSCs achieve a power conversion efficiency of 26.60% and exhibit enhanced durability,abstract
10.1016/j.joule.2026.102575,10.1016/j.joule.2026.102575,Joule,architecture,experimental,all_perovskite_tandem,tandem_2T,pce_champion,27.3,%,yielding 27.3% efficiency (stabilized at 27.0%),abstract
10.1016/j.joule.2026.102575,10.1016/j.joule.2026.102575,Joule,architecture,experimental,all_perovskite_tandem,tandem_2T,pce_stabilised,27.0,%,yielding 27.3% efficiency (stabilized at 27.0%),abstract
10.1126/sciadv.aee4175,10.1126/sciadv.aee4175,Science Advances,interfaces,scale_up,module,module,pce_certified,23.1,%,a certified efficiency of 23.1% (stabilized 22.9%) for a perovskite solar module over a 20.3-square centimeter aperture area was achieved,abstract
10.1126/sciadv.aee4175,10.1126/sciadv.aee4175,Science Advances,interfaces,scale_up,module,module,pce_stabilised,22.9,%,a certified efficiency of 23.1% (stabilized 22.9%) for a perovskite solar module over a 20.3-square centimeter aperture area was achieved,abstract
10.1126/sciadv.aee4175,10.1126/sciadv.aee4175,Science Advances,interfaces,scale_up,module,module,active_area_cm2,20.3,cm2,for a perovskite solar module over a 20.3-square centimeter aperture area was achieved,abstract
10.1126/sciadv.aee4175,10.1126/sciadv.aee4175,Science Advances,interfaces,scale_up,module,module,stability_protocol,ISOS-O-1,label,,abstract
10.1126/science.aeg1730,10.1126/science.aeg1730,Science,defects,scale_up,module,module,pce_champion,27.2,%,We achieved a power conversion efficiency (PCE) of 27.2% in small-area devices (active area 8.313 square millimeters),abstract
10.1126/science.aeg1730,10.1126/science.aeg1730,Science,defects,scale_up,module,module,pce_certified,23.5,%,24.0% (certified efficiency of 23.5%) in 100-square-centimeter (cm 2 ) modules (aperture area 65.05 cm 2 ),abstract
10.1126/science.aeg1730,10.1126/science.aeg1730,Science,defects,scale_up,module,module,active_area_cm2,65.05,cm2,in 100-square-centimeter (cm 2 ) modules (aperture area 65.05 cm 2 ),abstract
10.1002/adma.74316,10.1002/adma.74316,Advanced Materials,scale_up,scale_up,single_junction,p-i-n,pce_certified,26.94,%,Ind‐based devices achieve a certified efficiency of 26.94% in small‐area cells and a certified module efficiency of 23.21% for a 25 cm 2 monolithic module,abstract
10.1002/adma.74316,10.1002/adma.74316,Advanced Materials,scale_up,scale_up,single_junction,p-i-n,active_area_cm2,25,cm2,a certified module efficiency of 23.21% for a 25 cm 2 monolithic module,abstract
10.1007/s40820-026-02295-5,10.1007/s40820-026-02295-5,Nano-Micro Letters,stability,experimental,single_junction,unknown,pce_champion,26.19,%,"Devices incorporating this interlayer achieve power conversion efficiencies of 26.19% (1.53 eV), 24.11% (1.61 eV), and 20.00% (1.77 eV)",abstract
10.1126/science.aed8175,10.1126/science.aed8175,Science,scale_up,scale_up,module,p-i-n,pce_champion,27.8,%,"Small-area devices achieved a champion PCE of 27.8%, with a certified maximum power point tracking (MPPT) efficiency of 27.3%",abstract
10.1126/science.aed8175,10.1126/science.aed8175,Science,scale_up,scale_up,module,p-i-n,pce_certified,27.3,%,"Small-area devices achieved a champion PCE of 27.8%, with a certified maximum power point tracking (MPPT) efficiency of 27.3%",abstract
10.1126/science.aed8175,10.1126/science.aed8175,Science,scale_up,scale_up,module,p-i-n,active_area_cm2,625,cm2,"Perovskite modules with areas of 20.6 and 625 square centimeters reached PCEs of 24.4 and 22.5%, respectively.",abstract
10.1021/acsenergylett.6c01361,10.1021/acsenergylett.6c01361,ACS Energy Letters,interfaces,experimental,perovskite_silicon_tandem,tandem_4T,pce_champion,27.7,%,all-flexible perovskite/silicon four-terminal tandems reach a record 27.7% power conversion efficiency (PCE),abstract
10.1002/adma.74183,10.1002/adma.74183,Advanced Materials,architecture,experimental,single_junction,unknown,pce_champion,25.92,%,the perovskite–organic TSCs reached notable power conversion efficiencies of 25.92% for rigid versions and 24.02% for flexible ones,abstract
10.1002/adma.74078,10.1002/adma.74078,Advanced Materials,architecture,experimental,all_perovskite_tandem,tandem_2T,pce_champion,30.13,%,delivering a PCE of 30.13% (certified 29.57%),abstract
10.1002/adma.74078,10.1002/adma.74078,Advanced Materials,architecture,experimental,all_perovskite_tandem,tandem_2T,pce_certified,29.57,%,delivering a PCE of 30.13% (certified 29.57%),abstract
10.1126/sciadv.aei2945,10.1126/sciadv.aei2945,Science Advances,interfaces,theory,perovskite_silicon_tandem,p-i-n,pce_champion,33.3,%,the perovskite/silicon tandem devices based on this strategy achieve a PCE of 33.3% (certified at 33.1%),abstract
10.1126/sciadv.aei2945,10.1126/sciadv.aei2945,Science Advances,interfaces,theory,perovskite_silicon_tandem,p-i-n,pce_certified,33.1,%,the perovskite/silicon tandem devices based on this strategy achieve a PCE of 33.3% (certified at 33.1%),abstract
10.1002/anie.1676645,10.1002/anie.1676645,Angewandte Chemie International Edition,architecture,experimental,perovskite_silicon_tandem,tandem_2T,pce_champion,33.21,%,the strategy enables PCEs of 33.21% (certified 32.13%) for rigid tandems and 31.03% (certified 30.34%) for flexible tandems.,abstract
10.1002/anie.1676645,10.1002/anie.1676645,Angewandte Chemie International Edition,architecture,experimental,perovskite_silicon_tandem,tandem_2T,pce_certified,32.13,%,the strategy enables PCEs of 33.21% (certified 32.13%) for rigid tandems and 31.03% (certified 30.34%) for flexible tandems.,abstract
10.1021/acsami.6c09672,10.1021/acsami.6c09672,ACS Applied Materials & Interfaces,interfaces,experimental,single_junction,p-i-n,pce_champion,22.03,%,"the champion device achieves a power conversion efficiency (PCE) of 22.03% with a high open-circuit voltage (Voc) of 1.11 V, a short-circuit current density of",abstract
10.1126/science.aef1969,10.1126/science.aef1969,Science,stability,experimental,single_junction,unknown,pce_champion,26.7,%,Blade-coated PSCs achieved a 26.7% power conversion efficiency (PCE; 26.1% certified),abstract
10.1126/science.aef1969,10.1126/science.aef1969,Science,stability,experimental,single_junction,unknown,pce_certified,26.1,%,Blade-coated PSCs achieved a 26.7% power conversion efficiency (PCE; 26.1% certified),abstract
10.1126/science.aef1969,10.1126/science.aef1969,Science,stability,experimental,single_junction,unknown,active_area_cm2,100,cm2,"rigid and flexible 100-square-centimeter modules reached 21.5 and 19.5%, respectively.",abstract
10.1021/acsnano.6c04084,10.1021/acsnano.6c04084,ACS Nano,stability,experimental,single_junction,unknown,pce_champion,22.51,%,"the Rb-doped pure-iodide wide-bandgap perovskite solar cells achieved an efficiency of 21.62% with a bandgap of 1.67 eV, which can be further increased to 22.51%",abstract
10.1021/acsnano.6c04084,10.1021/acsnano.6c04084,ACS Nano,stability,experimental,single_junction,unknown,stability_protocol,ISOS-L-1,label,,abstract
10.1126/sciadv.aeb8790,10.1126/sciadv.aeb8790,Science Advances,architecture,experimental,all_perovskite_tandem,tandem_2T,pce_champion,29.44,%,"When integrated into all-perovskite TSCs, a certified PCE of 28.84% (29.44% laboratory-measured) is achieved",abstract
10.1126/sciadv.aeb8790,10.1126/sciadv.aeb8790,Science Advances,architecture,experimental,all_perovskite_tandem,tandem_2T,pce_certified,28.84,%,"When integrated into all-perovskite TSCs, a certified PCE of 28.84% (29.44% laboratory-measured) is achieved",abstract
10.1002/aenm.71282,10.1002/aenm.71282,Advanced Energy Materials,interfaces,experimental,single_junction,p-i-n,pce_champion,26.67,%,T4‐based inverted PSCs achieve a champion power conversion efficiency of 26.67% and retain approximately 90% of their initial efficiency after 800 h of continuous maximum,abstract
10.1002/aenm.71267,10.1002/aenm.71267,Advanced Energy Materials,architecture,experimental,all_perovskite_tandem,tandem_2T,pce_champion,26.4,%,Extending the same process to a flexible polyimide substrate yields 26.4%.,abstract
10.1002/aenm.71267,10.1002/aenm.71267,Advanced Energy Materials,architecture,experimental,all_perovskite_tandem,tandem_2T,pce_certified,25.9,%,The resulting device achieves a PCE of 26.01% (certified PCE of 25.9%) with a record V OC of 1.85 V without employing a NiO x,abstract
10.1002/aenm.71317,10.1002/aenm.71317,Advanced Energy Materials,architecture,experimental,perovskite_silicon_tandem,tandem_2T,pce_champion,31.66,%,Fully‐textured PS‐TSCs incorporating this strategy achieve a power conversion efficiency of 31.66%.,abstract
10.1002/aenm.71317,10.1002/aenm.71317,Advanced Energy Materials,architecture,experimental,perovskite_silicon_tandem,tandem_2T,t80_h,6785,h,corresponding to a projected T 80 lifetime of approximately 6785 h under continuous 1‐sun illumination.,abstract
10.1016/j.nanoen.2026.112222,10.1016/j.nanoen.2026.112222,Nano Energy,architecture,experimental,single_junction,p-i-n,pce_certified,23.26,%,zero-valent tin-modified FA 0.7 MA 0.3 Sn 0.5 Pb 0.5 I 3 based inverted planar solar cells achieve a certified power conversion efficiency of 23.26%,abstract
10.1002/adfm.77164,10.1002/adfm.77164,Advanced Functional Materials,stability,experimental,single_junction,p-i-n,pce_champion,26.15,%,the PAH‐added PSCs achieve an outstanding power conversion efficiency (PCE) of 26.15% and 20.22% for mini‐modules (93.1 cm 2 ).,abstract
10.1002/adfm.77164,10.1002/adfm.77164,Advanced Functional Materials,stability,experimental,single_junction,p-i-n,active_area_cm2,93.1,cm2,20.22% for mini‐modules (93.1 cm 2 ),abstract
10.1021/acsenergylett.6c01517,10.1021/acsenergylett.6c01517,ACS Energy Letters,stability,experimental,single_junction,unknown,pce_champion,26.65,%,"this strategy increased the optimal power conversion efficiency (PCE) of PSCs without predepositing any hole-transport layer from 25.13 to 26.65%, at the top levels reported",abstract
10.1021/acsenergylett.6c01517,10.1021/acsenergylett.6c01517,ACS Energy Letters,stability,experimental,single_junction,unknown,stability_protocol,ISOS-L-3,label,,abstract
10.1002/anie.1018855,10.1002/anie.1018855,Angewandte Chemie International Edition,interfaces,experimental,single_junction,p-i-n,pce_champion,26.87,%,the PSC achieves an impressive efficiency of 26.87% for 1.57 eV bandgap cells and one of the highest fill factors of 87.04% reported so far,abstract
10.1002/adma.74247,10.1002/adma.74247,Advanced Materials,stability,experimental,single_junction,unknown,pce_champion,26.61,%,the optimized PSCs achieve a champion efficiency of 26.61% and retain over 98% of their initial performance after 2000 h of continuous maximum power point,abstract
10.1021/acsnano.5c21750,10.1021/acsnano.5c21750,ACS Nano,architecture,experimental,single_junction,unknown,pce_champion,23.06,%,the champion ZnCl 2 -modified device achieves a high power conversion efficiency (PCE) of 23.06% with an open-circuit voltage of 0.87 V and retains 90%,abstract
10.1002/aenm.71336,10.1002/aenm.71336,Advanced Energy Materials,scale_up,experimental,all_perovskite_tandem,tandem_2T,pce_champion,27.84,%,the tandem achieves 27.84% peak efficiency (stabilized at 27.33%) and retains more than 75% initial efficiency after 680 h continuous MPP tracking,abstract
10.1002/aenm.71336,10.1002/aenm.71336,Advanced Energy Materials,scale_up,experimental,all_perovskite_tandem,tandem_2T,pce_stabilised,27.33,%,the tandem achieves 27.84% peak efficiency (stabilized at 27.33%) and retains more than 75% initial efficiency after 680 h continuous MPP tracking,abstract
10.1002/smll.74470,10.1002/smll.74470,Small,defects,experimental,all_perovskite_tandem,tandem_2T,pce_champion,26.51,%,"When integrated into monolithic perovskite/organic TSCs, the devices achieve a notable PCE of 26.51%",abstract
10.1002/anie.4177367,10.1002/anie.4177367,Angewandte Chemie International Edition,defects,experimental,single_junction,unknown,pce_champion,25.24,%,the resultant device fabricated entirely in air achieved a best-in-class power conversion efficiency (PCE) of 25.24%,abstract
10.1002/adfm.76731,10.1002/adfm.76731,Advanced Functional Materials,composition,experimental,single_junction,unknown,pce_champion,16.16,%,leading to a champion power conversion efficiency (PCE) of 16.16%,abstract
10.1038/s41467-026-75053-1,10.1038/s41467-026-75053-1,Nature Communications,scale_up,experimental,single_junction,unknown,pce_champion,26.14,%,air-processed blade-coated MA-free perovskite solar cells reach an efficiency of 26.14% (certified at 25.75%),abstract
10.1038/s41467-026-75053-1,10.1038/s41467-026-75053-1,Nature Communications,scale_up,experimental,single_junction,unknown,pce_certified,25.75,%,reach an efficiency of 26.14% (certified at 25.75%),abstract
10.1002/cnl2.70189,10.1002/cnl2.70189,Carbon Neutralization,defects,experimental,all_perovskite_tandem,tandem_2T,pce_champion,21.54,%,GP‑modified 1.78 eV perovskite solar cells achieve a champion power conversion efficiency (PCE) of 21.54% (control: 19.72%),abstract
10.1002/anie.7827890,10.1002/anie.7827890,Angewandte Chemie International Edition,composition,experimental,single_junction,p-i-n,pce_champion,15.56,%,The power conversion efficiencies (PCEs) of 15.56% (14.67% certified) and 11.06% are reached for F‐TPSCs with active areas of 0.049 cm 2 and 1 cm,abstract
10.1002/anie.7827890,10.1002/anie.7827890,Angewandte Chemie International Edition,composition,experimental,single_junction,p-i-n,pce_certified,14.67,%,The power conversion efficiencies (PCEs) of 15.56% (14.67% certified) and 11.06% are reached for F‐TPSCs with active areas of 0.049 cm 2 and 1 cm,abstract
10.1002/anie.7827890,10.1002/anie.7827890,Angewandte Chemie International Edition,composition,experimental,single_junction,p-i-n,active_area_cm2,0.049,cm2,"with active areas of 0.049 cm 2 and 1 cm 2 , respectively",abstract
10.1002/anie.4031162,10.1002/anie.4031162,Angewandte Chemie International Edition,interfaces,experimental,single_junction,p-i-n,pce_champion,26.2,%,inverted PSCs achieve a remarkable efficiency of 26.20% with decent operation stability,abstract
10.1002/smll.74356,10.1002/smll.74356,Small,interfaces,experimental,single_junction,p-i-n,pce_champion,20.71,%,"the inverted CsPbI 3 ‐based PSCs achieve a champing power conversion efficiency (PCE) of 20.71%, which is significantly higher than that of the control device",abstract
10.1021/acsenergylett.6c01113,10.1021/acsenergylett.6c01113,ACS Energy Letters,composition,experimental,single_junction,unknown,pce_champion,20.18,%,yield high-performance solar cells with champion efficiencies of 20.18% at 1.77 eV and 19.02% at 1.84 eV,abstract
