work_key,doi,title,venue,venue_type,publication_date,type,lang,axis_primary,axis_secondary,lens,mechanism_centrality,first_author_institution,cited_by_count,oa_status,in_depth_tier
10.1016/j.matlit.2026.100069,10.1016/j.matlit.2026.100069,Universal buried-interface engineering via a multifunctional interlayer for Pb- and Sn-halide perovskite solar cells,Matter & Light,journal,2026-08-01,article,en,interfaces,,experimental,0.08,Hanyang University,0,hybrid,0
10.1002/adts.70491,10.1002/adts.70491,Exploring the Potential of CsGeI 3 Photovoltaics: Simulation Based Investigation for Optimal Device Configuration and Efficiency,Advanced Theory and Simulations,journal,2026-08-01,article,en,interfaces,,theory,0.16,National,0,closed,0
10.1016/j.checir.2026.100101,10.1016/j.checir.2026.100101,Upcycling lead waste for circular photovoltaics,Chem Circularity,journal,2026-08-01,article,en,composition,,experimental,0.0,Pohang University Of Science And Technology,0,closed,0
10.1007/s13204-026-03184-4,10.1007/s13204-026-03184-4,"Machine learning-assisted first-principles investigation of structural, electronic, and photovoltaic properties of perovskite materials",Applied Nanoscience,journal,2026-08-01,article,en,composition,,theory,0.0,Itm University,0,closed,0
10.1002/ente.70559,10.1002/ente.70559,Defect Passivation and Stability Enhancement in Perovskite Solar Cells for Tandem Devices Using 2D Materials: A Review,Energy Technology,journal,2026-08-01,article,en,defects,,review,0.2955,Shenzhen University,0,closed,1
10.1002/rar2.70465,10.1002/rar2.70465,Electron‐Donating Multifunctional Molecules: A Strategy for High‐Performance Perovskite Solar Cells,Rare Metals,journal,2026-08-01,article,en,defects,,review,0.1136,Henan Academy Of Sciences,0,hybrid,1
10.1016/j.chempr.2026.103193,10.1016/j.chempr.2026.103193,Multidentate anchoring molecule-assisted blade-coated self-assembled monolayer for scalable and stable perovskite photovoltaics,Chem,journal,2026-08-01,article,en,interfaces,,experimental,0.12,Qingdao University Of Science And Technology,0,closed,0
10.1007/s10854-026-18192-x,10.1007/s10854-026-18192-x,Enhanced photoanodic charge transfer in dye-sensitized solar cells using Thespesia populnea leaf extract as natural sensitizer via synergistic strontium titanate and gadolinium-doped TiO2 nanocomposites,Journal of Materials Science Materials in Electronics,journal,2026-08-01,article,en,composition,,experimental,0.0,Koneru Lakshmaiah Education Foundation,0,closed,0
10.1016/j.cpblue.2026.100084,10.1016/j.cpblue.2026.100084,Solvent engineering with hexafluorobenzene for reproducible 2D/3D perovskite heterojunction solar cells,Cell Press Blue,journal,2026-08-01,article,en,composition,,experimental,0.1,King Abdullah University Of Science And Technology,0,hybrid,0
10.1002/aelm.70539,10.1002/aelm.70539,Proton Irradiation Tolerance of Fully Printed Self‐Powered Carbon‐Electrode Perovskite Photodetectors,Advanced Electronic Materials,journal,2026-08-01,article,en,defects,,experimental,0.0455,Astana Medical University,0,gold,0
10.1002/adts.70512,10.1002/adts.70512,Harnessing Machine Learning to Predict and Optimize the Performance of MASnI 3 /FASnI 3 Double‐Absorber Lead‐Free Perovskite Solar Cells,Advanced Theory and Simulations,journal,2026-08-01,article,en,composition,,theory,0.0167,National,0,closed,0
10.1002/ente.70616,10.1002/ente.70616,Elucidating the Inverse Relation Between Current Density and Electron Transport Layer Thickness in Perovskite‐Based Organic In‐Organic Heterojunction Solar Cells,Energy Technology,journal,2026-08-01,article,en,interfaces,,experimental,0.12,University Of The Punjab,0,hybrid,1
10.1002/slct.74174,10.1002/slct.74174,DFT Investigation of the Influence of Be Substitution on the Physical Properties of CsCdCl 3 Perovskite,ChemistrySelect,journal,2026-08-01,article,en,composition,,theory,0.0,Khwaja Fareed University Of Engineering And Information Technology,0,closed,0
10.1002/adma.74507,10.1002/adma.74507,Lattice‐Matched 2D Template Enables Efficient Cesium Tin Halide Perovskite Solar Cells (Adv. Mater. 45/2026),Advanced Materials,journal,2026-08-01,article,en,defects,,experimental,0.0682,The University Of Queensland,0,closed,0
10.1002/smsc.70379,10.1002/smsc.70379,Scalable Coating of Spatially Uniform WBG Perovskites via Inhibiting SAM Aggregation for Flexible All‐Perovskite Tandem Modules,Small Science,journal,2026-08-01,article,en,scale_up,interfaces,experimental,0.1061,Swiss Federal Laboratories For Materials Science And Technology,0,gold,0
10.1016/j.joule.2026.102637,10.1016/j.joule.2026.102637,Supramolecular coordination homogenizes multi-cation wide-band-gap perovskites for high-voltage all-perovskite tandem solar cells,Joule,journal,2026-08-01,article,en,architecture,,experimental,0.1935,City University Of Hong Kong,0,closed,0
10.1007/s10854-026-18243-3,10.1007/s10854-026-18243-3,"Enhancement of carbon-based perovskite solar cell performance through additive engineering using 2,4-dichlorobenzoic acid",Journal of Materials Science Materials in Electronics,journal,2026-08-01,article,en,composition,,experimental,0.0333,,0,closed,0
10.1002/cnma.70352,10.1002/cnma.70352,Solvent Selection for Deposition of Benzodithiophene‐Based Hole Transport Layer Determines Perovskite Solar Cell Efficiency,ChemNanoMat,journal,2026-08-01,article,en,interfaces,,experimental,0.08,Skolkovo,0,closed,0
10.1016/j.joule.2026.102636,10.1016/j.joule.2026.102636,Ordered liquid crystal-SAM supramolecules stabilize perovskite interfaces,Joule,journal,2026-08-01,article,en,,,,,Tianjin University,0,closed,0
10.1016/j.cclet.2026.113323,10.1016/j.cclet.2026.113323,Recent advances in carbon-based materials for hole transport layer-free perovskite solar cells: A mini review,Chinese Chemical Letters,journal,2026-08-01,article,en,interfaces,,review,0.08,Shenzhen University,0,closed,0
10.1016/j.esen.2026.100120,10.1016/j.esen.2026.100120,Vacuum-deposited self-assembled monolayers: A scalable paradigm in perovskite–silicon tandem solar cells,eScience Energy,journal,2026-08-01,article,en,architecture,,review,0.0968,Shenzhen University,0,hybrid,0
10.1016/j.esen.2026.100121,10.1016/j.esen.2026.100121,Aggregation controlled homogeneous 2D capping layer for efficient perovskite solar cells and modules,eScience Energy,journal,2026-08-01,article,en,stability,,experimental,0.0909,East China Normal University,0,hybrid,0
10.1016/j.cclet.2026.113324,10.1016/j.cclet.2026.113324,Isomerization of π-bridge phenylcarbazole in D-π-D-type hole-transporting materials for perovskite solar cells: Theoretical and experimental study,Chinese Chemical Letters,journal,2026-08-01,article,en,composition,,experimental,0.0,Southwest University,0,closed,0
10.1002/sstr.70585,10.1002/sstr.70585,Ultra‐Thin Polyimide‐Embedded Carbon Nanotube‐Based Transparent Conductor and Its Application to Foldable Perovskite Solar Cells,Small Structures,journal,2026-08-01,article,en,composition,,experimental,0.0,,0,gold,0
10.1002/adts.70529,10.1002/adts.70529,Advanced Modeling of CdTe BSF‐Based Multi‐Layer Antimony Chalcogenide (Sb 2 Se 3 /Sb 2 S 3 ) Double Absorber Solar Cells: Optimization of Key Physical Parameters Using SCAPS‐1D,Advanced Theory and Simulations,journal,2026-08-01,article,en,interfaces,,theory,0.08,National,0,closed,0
10.1002/pssb.70305,10.1002/pssb.70305,Excitonic Features in Optical Permittivity of Polycrystalline Metal‐Halide Perovskite Layers Described by an Extension of the Elliott–Tanguy Model With Gaussian Distributed Bandgap Energies,physica status solidi (b),journal,2026-08-01,article,en,composition,,experimental,0.0,Institut Für Solarenergieforschung,0,closed,0
10.1002/smsc.70329,10.1002/smsc.70329,Luminescent Imaging of the Reverse Bias Behavior of Perovskite Solar Cells Using ReBEL,Small Science,journal,2026-08-01,article,en,stability,,experimental,0.0758,Delft University Of Technology,0,gold,0
10.1016/j.joule.2026.102644,10.1016/j.joule.2026.102644,Steric-gated dual-site chelation enables 27.3% efficient perovskite solar cells and ultra-stable 22% bifacial modules,Joule,journal,2026-08-01,article,en,composition,,experimental,0.0,Hebei University Of Technology,0,closed,0
10.1016/j.ceramint.2026.08.387,10.1016/j.ceramint.2026.08.387,Ultra-high stability and tunable full-color luminescence of lead-free NaYF4:Eu@CsGeBr3 core-shell structure through resin coating via 3D printing,Ceramics International,journal,2026-08-01,article,en,composition,,experimental,0.1,Heilongjiang University,0,closed,0
10.1016/j.greenca.2026.08.003,10.1016/j.greenca.2026.08.003,Perovskite-driven artificial photosynthesis: A perspective,Green Carbon,journal,2026-08-01,article,en,architecture,,review,0.0484,École Polytechnique Fédérale De Lausanne,0,diamond,0
10.1016/j.cpblue.2026.100105,10.1016/j.cpblue.2026.100105,Advancing perovskite photovoltaics lifetimes with high-impact research—An industrial perspective,Cell Press Blue,journal,2026-08-01,article,en,stability,,review,0.0152,Oxford Photovoltaics (united Kingdom),0,hybrid,0
10.1007/s10854-026-18307-4,10.1007/s10854-026-18307-4,Boosting the stability of FAPbI3 perovskite films by doping with bismuth for solar cells,Journal of Materials Science Materials in Electronics,journal,2026-08-01,article,en,composition,,experimental,0.0,Université Nangui Abrogoua,0,closed,0
10.1002/aenm.71345,10.1002/aenm.71345,Sputtering Mechanism of an Unsintered Organic–Inorganic Sputtering Target for Perovskite Solar Cells (Adv. Energy Mater. 32/2026),Advanced Energy Materials,journal,2026-08-01,article,en,scale_up,,experimental,0.0303,Sungkyunkwan University,0,bronze,1
10.1016/j.joule.2026.102646,10.1016/j.joule.2026.102646,Impact of silicon substrate topography on sequentially evaporated perovskite film growth,Joule,journal,2026-08-01,article,en,architecture,,experimental,0.1452,University Of Freiburg,0,hybrid,1
10.56975/ijvra.v4i8.710333,10.56975/ijvra.v4i8.710333,Interface-Engineered Lead-Free FASnI₃ Perovskite Solar Cell with NiO and CeO₂ Charge-Transport Layers: A SCAPS-1D Numerical Study,International Journal of Versatile Research and Analysis,journal,2026-08-01,article,en,interfaces,,theory,0.2,Madurai Kamaraj University,0,hybrid,0
10.56975/ijvra.v4i8.710330,10.56975/ijvra.v4i8.710330,SCAPS-1D-Based Design and Multivariable Optimization of a Lead-Free FTO/CeO₂/FASnI₃/CuSbS₂ Perovskite Solar Cell,International Journal of Versatile Research and Analysis,journal,2026-08-01,article,en,composition,,theory,0.1167,Madurai Kamaraj University,0,hybrid,0
10.1002/adfm.77664,10.1002/adfm.77664,Extremely Long Electron Lifetime in Spontaneously Passivated Polycrystalline Perovskite Layers via Illumination‐Assisted Trap Filling (Adv. Funct. Mater. 69/2026),Advanced Functional Materials,journal,2026-08-01,article,en,defects,,experimental,0.1364,National,0,bronze,0
10.1016/j.xinn.2026.101544,10.1016/j.xinn.2026.101544,Gradient-Doped SnO2 for Perovskite Photovoltaics,The Innovation,journal,2026-08-01,article,en,composition,,experimental,0.0,,0,gold,0
10.1007/s10854-026-18318-1,10.1007/s10854-026-18318-1,Optoelectronic properties of methylammonium bismuth iodide chloride (MA3Bi2IxCl9-x) (x=3) perovskite nanoparticles,Journal of Materials Science Materials in Electronics,journal,2026-08-01,article,en,composition,,experimental,0.0,Amet University,0,closed,0
10.56975/ijvra.v4i8.710334,10.56975/ijvra.v4i8.710334,Scaps -1D-Based Numerical Optimization MApbl3 Perovskite solar cells of Enhancement photovoltaic performance,International Journal of Versatile Research and Analysis,journal,2026-08-01,article,en,interfaces,,theory,0.16,Madurai Kamaraj University,0,hybrid,0
10.1016/j.cpblue.2026.100104,10.1016/j.cpblue.2026.100104,Modulation on energy band bending for balanced charge transport in high-efficiency perovskite solar cells,Cell Press Blue,journal,2026-08-01,article,en,defects,stability,experimental,0.0682,Nanjing Tech University,0,hybrid,0
10.1016/j.rineng.2026.112717,10.1016/j.rineng.2026.112717,Multi-Scale Simulation and Optimization of Semi-Transparent Perovskite Solar Cells for Building-Integrated Photovoltaics under Tropical Conditions,Results in Engineering,journal,2026-08-01,article,en,composition,,theory,0.0,Bangladesh University Of Business And Technology,0,gold,0
10.1002/pssa.70466,10.1002/pssa.70466,"Effects of Lanthanoid Codoping on Hysteresis Suppression, Long‐Term Stability, and Fill Factor Improvement in Perovskite Solar Cells",physica status solidi (a),journal,2026-08-02,article,en,defects,,experimental,0.1818,University Of Shiga Prefecture,0,closed,0
10.1016/j.inoche.2026.117308,10.1016/j.inoche.2026.117308,"Establishing an absorber-centric baseline for Cs₂AgBiBr₆ double perovskites in a simplified FTO/Cs₂AgBiBr₆/Ag stack: phase purity, band-tailing and photoactivity",Inorganic Chemistry Communications,journal,2026-08-02,article,en,composition,,experimental,0.0,University Of Malaya,0,closed,0
10.1016/j.mseb.2026.119748,10.1016/j.mseb.2026.119748,Zn2+ modification for enhancing performance of CsPbBr3 perovskite solar cells,Materials Science and Engineering B,journal,2026-08-02,article,en,composition,,experimental,0.0,Guangdong University Of Technology,0,closed,0
10.1016/j.mne.2026.100385,10.1016/j.mne.2026.100385,Electrical performance of the perovskite solar cells with 3D patterned layers,Micro and Nano Engineering,journal,2026-08-02,article,en,scale_up,,experimental,0.0303,Technical University Of Sofia,0,gold,0
10.26434/chemrxiv.15006937/v1,10.26434/chemrxiv.15006937/v1,Simple models for band gap estimations in halide perovskites,ChemRxiv,repository,2026-08-03,preprint,en,composition,,theory,0.0,,0,green,0
10.1016/j.egyr.2026.109563,10.1016/j.egyr.2026.109563,"Eco-design suggestions for innovative, lab-scaled perovskite solar cells",Energy Reports,journal,2026-08-03,article,en,composition,,experimental,0.0,,0,gold,0
10.1002/cssc.70929,10.1002/cssc.70929,One Stone Two Birds: Sustainable Perovskite Solar Cells Obtained by Using Water‐Based Recycled PbI 2 and Guanidinium Thiocyanate Post‐Treatment,ChemSusChem,journal,2026-08-03,article,en,defects,,experimental,0.0682,Queensland University Of Technology,0,green,0
10.1364/optcon.593354,10.1364/optcon.593354,Eco-friendly perovskite photovoltaics bridging lead-free and lead-based absorbers,Optics Continuum,journal,2026-08-03,article,en,composition,,experimental,0.1,,0,gold,0
10.1016/j.physb.2026.419117,10.1016/j.physb.2026.419117,Influence of the orientation of organic cations on carrier recombination and its correlation to photovoltaic efficiency in MAPbI3 hybrid perovskite,Physica B Condensed Matter,journal,2026-08-03,article,en,composition,,experimental,0.0,Universidad De Morelia,0,closed,0
10.1016/j.cej.2026.180207,10.1016/j.cej.2026.180207,Phenothiazine-based self-assembled monolayer enabling high-efficiency and scalable inverted perovskite solar cells,Chemical Engineering Journal,journal,2026-08-03,article,en,interfaces,,experimental,0.12,Southwest University,0,closed,0
10.1016/j.nxmate.2026.102923,10.1016/j.nxmate.2026.102923,Thermally activated defect-assisted recombination and stability degradation in MASnI3 perovskite solar cells: A correlated J-V and impedance study,Next Materials,journal,2026-08-03,article,en,composition,defects,experimental,0.0667,University Of Jeddah,0,gold,0
10.1016/j.synthmet.2026.118258,10.1016/j.synthmet.2026.118258,Dicyandiamide as a precursor additive for improved tin-based perovskite solar cell performance,Synthetic Metals,journal,2026-08-03,article,en,composition,,experimental,0.0333,,0,closed,0
10.1007/s11664-026-13087-3,10.1007/s11664-026-13087-3,Design and Screening of High-Valence Metal-Doped ZnO for Photovoltaic Applications: From First-Principles Calculations to Macroscopic Device Simulation,Journal of Electronic Materials,journal,2026-08-03,article,en,composition,,theory,0.0,Yunnan Open University,0,closed,0
10.1038/s41467-026-76266-0,10.1038/s41467-026-76266-0,Non-competitive additives regulate molecular assembly for compact monolayers in perovskite/silicon tandems,Nature Communications,journal,2026-08-03,article,en,interfaces,architecture,experimental,0.06,Xi'an Jiaotong University,0,gold,1
10.1002/solr.70445,10.1002/solr.70445,"Interfacial Modulation of Perovskite Solar Cells: Defect Suppression, Ion Migration, and Mechanical Stability",Solar RRL,journal,2026-08-03,article,en,defects,,review,0.2273,Lingnan Normal University,0,closed,1
10.1016/j.renene.2026.126225,10.1016/j.renene.2026.126225,Fabrication and performance study of semi-transparent perovskite solar cells for photovoltaic windows,Renewable Energy,journal,2026-08-03,article,en,composition,,experimental,0.0,Harbin,0,closed,0
10.1021/jacs.6c05503,10.1021/jacs.6c05503,Mixed-Ligand-Driven Phase-Pure 2D Perovskite for Interfacial Passivation of Perovskite Photovoltaics,Journal of the American Chemical Society,journal,2026-08-03,article,en,defects,,experimental,0.1818,Massachusetts,0,closed,1
10.1021/acsami.6c11467,10.1021/acsami.6c11467,Dipole-Moment-Tuned Self-Assembled Monolayers for Efficient Perovskite Solar Cells,ACS Applied Materials & Interfaces,journal,2026-08-03,article,en,interfaces,,experimental,0.14,Guangdong University Of Technology,0,closed,1
10.1021/acsaem.6c02041,10.1021/acsaem.6c02041,Simultaneous Enhancement of Efficiency and Stability in Perovskite Solar Cells via Perfluoroadipic Acid Incorporation,ACS Applied Energy Materials,journal,2026-08-03,article,en,defects,,experimental,0.0682,Henan University Of Technology,0,closed,1
10.1063/5.0331546,10.1063/5.0331546,Bandgap-dependent defect properties in mixed-halide perovskites,Applied Physics Letters,journal,2026-08-03,article,en,defects,,experimental,0.25,Wuhan National Laboratory For Optoelectronics,0,closed,0
10.1063/5.0343201,10.1063/5.0343201,Comparative analysis of voltage losses in perovskite and GaAs solar cells at low temperatures,Applied Physics Letters,journal,2026-08-03,article,en,composition,,experimental,0.0,National,0,closed,0
10.1038/s41563-026-02664-w,10.1038/s41563-026-02664-w,Molecular engineering of self-assembled layers,Nature Materials,journal,2026-08-04,article,en,composition,,experimental,0.0,University Of Turku,0,closed,0
10.1016/j.solener.2026.114882,10.1016/j.solener.2026.114882,Effect of ZnO nanorod length on hysteresis in perovskite solar,Solar Energy,journal,2026-08-04,article,en,composition,,experimental,0.0,Chang Gung University,0,closed,0
10.1007/s11664-026-13067-7,10.1007/s11664-026-13067-7,Transport-Layer Screening for Indoor CsPbI2Br Perovskite Solar Cells via Machine-Learning-Augmented SCAPS-1D Simulation,Journal of Electronic Materials,journal,2026-08-04,article,en,composition,,theory,0.0,National Changhua University Of Education,0,closed,0
10.1002/adma.74441,10.1002/adma.74441,Homogenizing Vertical Strain Distribution Enables High‐Performance Tin‐Based Perovskite Solar Cells With Thicker Absorber via Two‐Step Deposition,Advanced Materials,journal,2026-08-04,article,en,defects,,experimental,0.0455,Nanchang University,0,closed,0
10.1021/acs.iecr.6c02244,10.1021/acs.iecr.6c02244,Interface Engineering: The Critical Pathway to High-Efficiency and Stable Perovskite Solar Cells,Industrial & Engineering Chemistry Research,journal,2026-08-04,article,en,interfaces,,review,0.24,Sichuan University,0,closed,0
10.1016/j.solener.2026.114961,10.1016/j.solener.2026.114961,Stable lead-free bismuth perovskite solar cells via thermally activated bilayer conversion,Solar Energy,journal,2026-08-04,article,en,composition,,experimental,0.1167,Centre National De La Recherche Scientifique,0,hybrid,1
10.1021/acs.jpclett.6c02178,10.1021/acs.jpclett.6c02178,Slot-Die Coating 30 nm Thick Perovskite Films for Large-Area Red Light-Emitting Diodes,The Journal of Physical Chemistry Letters,journal,2026-08-04,article,en,scale_up,,scale_up,0.1364,Nanjing Tech University,0,closed,1
10.1002/adma.74461,10.1002/adma.74461,Universal Sacrificial Coordination Strategy for ALD‐Resilient SAMs Achieving High‐Performance Perovskite/Organic Tandem Solar Cells,Advanced Materials,journal,2026-08-04,article,en,architecture,stability,experimental,0.0968,Soochow University,0,closed,1
10.5281/zenodo.21790600,10.5281/zenodo.21790600,"Recent Advances, Efficiency Limits, and Commercialization Challenges in Perovskite-Based Tandem Solar Cells: A Comprehensive Review",Zenodo (CERN European Organization for Nuclear Research),repository,2026-08-04,preprint,en,architecture,,review,0.0968,City University,0,green,1
10.59314/tujes.1771161,10.59314/tujes.1771161,"Chalcogenide Perovskites For Photovoltaic Applications: Properties, Advantages, Solar Cell And Optoelectronic Applications",Trakya Üniversitesi Mühendislik Bilimleri Dergisi,journal,2026-08-04,article,tr,interfaces,scale_up,review,0.04,Konya Technical University,0,bronze,0
10.1021/acsami.6c11057,10.1021/acsami.6c11057,Fluorinated Phenethylammonium and Pre-Annealing Static Stage Enable Intermediate-Mediated Stepwise Crystallization in Tin Perovskite Solar Cells,ACS Applied Materials & Interfaces,journal,2026-08-04,article,en,composition,,experimental,0.1167,Museum Of Japanese Art Yamato Bunkakan,0,closed,1
10.5281/zenodo.21790599,10.5281/zenodo.21790599,"Recent Advances, Efficiency Limits, and Commercialization Challenges in Perovskite-Based Tandem Solar Cells: A Comprehensive Review",Zenodo (CERN European Organization for Nuclear Research),repository,2026-08-04,preprint,en,architecture,,review,0.0968,City University,0,green,1
10.1002/smll.75052,10.1002/smll.75052,Non‐Phosphonic Self‐Assembled Molecules with Weak Acidity for Inverted Perovskite Solar Cells,Small,journal,2026-08-04,article,en,stability,,experimental,0.1061,East China Normal University,0,closed,0
10.1016/j.jpowsour.2026.241120,10.1016/j.jpowsour.2026.241120,Lignin-based functional materials for advanced photovoltaics: From natural polymer to high-efficiency solar cells,Journal of Power Sources,journal,2026-08-04,article,en,composition,,experimental,0.0,Nanjing Forestry University,0,closed,0
10.1002/solr.70449,10.1002/solr.70449,Decoupling Bulk Energetics and Interfacial Passivation in Low‐Temperature TiO 2 for High‐Performance Carbon Electrode‐Based Perovskite Solar Cells,Solar RRL,journal,2026-08-04,article,en,defects,,scale_up,0.1818,Chiang Mai University,0,closed,1
10.26434/chemrxiv.15006632/v2,10.26434/chemrxiv.15006632/v2,Multilayer Assembly of Perovskite Heterostructures via Colloidal Suspensions,ChemRxiv,repository,2026-08-04,preprint,en,composition,architecture,experimental,0.0333,Rice University,0,green,0
10.1021/acs.jpclett.6c01761,10.1021/acs.jpclett.6c01761,Easily Prepared Carbon Nanotubes Enabling Low Cost and Hole Transport Layer Free Perovskite Solar Cells,The Journal of Physical Chemistry Letters,journal,2026-08-04,article,en,interfaces,,experimental,0.08,Jilin University,0,closed,1
10.1002/adfm.77572,10.1002/adfm.77572,4‐Octylaniline Enables Sustainable Perovskite Solar Cells Through Efficient Recycling and Suppressed Lead Leakage,Advanced Functional Materials,journal,2026-08-04,article,en,defects,stability,experimental,0.0682,Fuzhou University,0,closed,0
10.1002/aenm.71372,10.1002/aenm.71372,Beyond the Gold Standard: Towards Industrially Viable Electrodes for Durable Perovskite Solar Cells,Advanced Energy Materials,journal,2026-08-04,article,en,stability,,experimental,0.0606,Chinese University Of Hong Kong,0,hybrid,1
10.1021/jacs.6c12975,10.1021/jacs.6c12975,Lowering the δ-to-α Phase-Transition Barrier via a Transient Vapor Mediator in Perovskite Formation,Journal of the American Chemical Society,journal,2026-08-04,article,en,defects,stability,experimental,0.0682,University Of Science And Technology Of China,0,closed,1
10.60787/tnamp.v25.715,10.60787/tnamp.v25.715,UNIFIED OPTICAL DISPERSION MODELLING OF PEROVSKITE SOLAR CELLS,Afrischolar Discovery,repository,2026-08-04,article,en,stability,,theory,0.0303,Yobe State University,0,green,0
10.1016/j.solmat.2026.114604,10.1016/j.solmat.2026.114604,Spray-coated perovskite solar cells fabricated on carbon fibre-reinforced polymer substrates,Solar Energy Materials and Solar Cells,journal,2026-08-05,article,en,composition,,experimental,0.0,University Of Sheffield,0,green,0
10.3390/molecules31152718,10.3390/molecules31152718,High-Efficient Cs2AgBiBr6 Perovskite Solar Cells with Rare-Earth-Doped Absorber and Front Contact: A Numerical Modeling in SCAPS-1D Framework,Molecules,journal,2026-08-05,article,en,interfaces,,theory,0.12,Central University Of Technology,0,gold,0
10.1002/ange.2425823,10.1002/ange.2425823,Mitigating Stress‐Induced Nonphotoactive Phase Transition Through Sodium Sulfonate Engineering for Stable and Efficient Perovskite Solar Cells,Angewandte Chemie,journal,2026-08-05,article,en,stability,,experimental,0.0758,Shaanxi Normal University,0,hybrid,0
10.1021/acs.jpcc.6c03620,10.1021/acs.jpcc.6c03620,"Probing Local Coordination and Halide Miscibility in Single-, Double-, and Triple-Halide Perovskites Using EXAFS",The Journal of Physical Chemistry C,journal,2026-08-05,article,en,defects,,experimental,0.0455,Wellesley College,0,hybrid,0
10.1038/s41560-026-02125-3,10.1038/s41560-026-02125-3,"Improving interface-mediated carrier transport for efficient perovskite/Cu(In,Ga)Se2 tandem solar cells",Nature Energy,journal,2026-08-05,article,en,architecture,,experimental,0.0968,Wuhan University Of Technology,0,closed,0
10.1002/anie.2425823,10.1002/anie.2425823,Mitigating Stress‐Induced Nonphotoactive Phase Transition Through Sodium Sulfonate Engineering for Stable and Efficient Perovskite Solar Cells,Angewandte Chemie International Edition,journal,2026-08-05,article,en,stability,,experimental,0.0758,Shaanxi Normal University,0,hybrid,1
10.1002/adma.74438,10.1002/adma.74438,Acid‐Base Complexation Induced Dipole Engineering for Durable Inverted Perovskite Photovoltaics,Advanced Materials,journal,2026-08-05,article,en,stability,,experimental,0.0455,Chongqing University,0,closed,1
10.1016/j.poly.2026.118315,10.1016/j.poly.2026.118315,Toward next-generation perovskite photovoltaics: High-efficiency AcPbI3 solar cells enabled by optimized ETL/HTL interfaces,Polyhedron,journal,2026-08-05,article,en,interfaces,,experimental,0.16,Begum Rokeya University,0,closed,0
