work_key,doi,device_class,pce_champion,pce_certified,included_in_figure,exclusion_reason
10.1021/acsaem.6c01031,10.1021/acsaem.6c01031,single_junction,15.5,,1,
10.1021/acs.nanolett.6c03508,10.1021/acs.nanolett.6c03508,all_perovskite_tandem,17.6,16.98,1,
10.1021/acsami.6c13903,10.1021/acsami.6c13903,single_junction,20.98,,1,
10.3390/nano16160989,10.3390/nano16160989,single_junction,,,0,lens=review
10.1021/acsami.6c11722,10.1021/acsami.6c11722,single_junction,,,1,
10.1038/s43246-026-01261-3,10.1038/s43246-026-01261-3,single_junction,,,1,
10.1016/j.solener.2026.114961,10.1016/j.solener.2026.114961,single_junction,0.53,,1,
10.1002/aesr.70251,10.1002/aesr.70251,single_junction,,,0,lens=review
10.1002/advs.76791,10.1002/advs.76791,single_junction,19.29,,1,
10.1021/acsami.6c07884,10.1021/acsami.6c07884,single_junction,26.28,,1,
10.1038/s43246-026-01321-8,10.1038/s43246-026-01321-8,all_perovskite_tandem,27.7,,1,
10.1016/j.egyr.2026.109682,10.1016/j.egyr.2026.109682,single_junction,,,0,lens=review
10.26434/chemrxiv.15007814/v1,10.26434/chemrxiv.15007814/v1,single_junction,22.19,,1,
10.26434/chemrxiv.15007735/v1,10.26434/chemrxiv.15007735/v1,all_perovskite_tandem,,,1,
10.26434/chemrxiv.15008059/v1,10.26434/chemrxiv.15008059/v1,single_junction,20.31,,1,
10.48550/arxiv.2608.17577,10.48550/arxiv.2608.17577,single_junction,,,1,
10.26434/chemrxiv.15008057/v1,10.26434/chemrxiv.15008057/v1,single_junction,,,1,
10.48550/arxiv.2608.29341,10.48550/arxiv.2608.29341,single_junction,26.06,,0,lens=theory
10.48550/arxiv.2608.14292,10.48550/arxiv.2608.14292,single_junction,,,0,lens=theory
10.22541/authorea.15007746/v1,10.22541/authorea.15007746/v1,single_junction,25.13,,1,
10.5281/zenodo.21790600,10.5281/zenodo.21790600,all_perovskite_tandem,,,0,lens=review
10.5281/zenodo.21790599,10.5281/zenodo.21790599,all_perovskite_tandem,,,0,lens=review
10.26434/chemrxiv.15007124/v1,10.26434/chemrxiv.15007124/v1,single_junction,,,0,lens=review
10.48550/arxiv.2608.14368,10.48550/arxiv.2608.14368,single_junction,,,1,
10.48550/arxiv.2608.04736,10.48550/arxiv.2608.04736,single_junction,,,0,lens=theory
10.48550/arxiv.2608.24924,10.48550/arxiv.2608.24924,single_junction,,,1,
