work_key,doi,venue,axis,lens,device_class,architecture,field,value,unit,source_quotation,text_basis
10.1021/acsami.6c02373,10.1021/acsami.6c02373,ACS Applied Materials & Interfaces,interfaces,experimental,single_junction,p-i-n,pce_champion,25.16,%,yielding a power conversion efficiency (PCE) of 25.16% and enhanced thermal and light stability,abstract
10.1002/adfm.76643,10.1002/adfm.76643,Advanced Functional Materials,defects,experimental,single_junction,p-i-n,pce_champion,21.46,%,"the NPBA‐incorporated wide‐bandgap perovskite solar cells, featuring a bandgap of 1.7 eV, achieve a high power conversion efficiency (PCE) of 21.46%",abstract
10.1002/aenm.71181,10.1002/aenm.71181,Advanced Energy Materials,defects,experimental,single_junction,unknown,pce_champion,25.18,%,the optimized target PSCs achieve a champion power conversion efficiency (PCE) of 25.18% (vs. 23.07% for control device),abstract
10.1002/adma.73828,10.1002/adma.73828,Advanced Materials,interfaces,experimental,single_junction,p-i-n,pce_champion,26.83,%,Devices based on this molecularly regulated interface achieve a power conversion efficiency of 26.83%,abstract
10.1002/smll.202514809,10.1002/smll.202514809,Small,defects,experimental,single_junction,unknown,pce_champion,23,%,resulting in devices with a champion PCE exceeding 23%,abstract
10.1002/smll.202514809,10.1002/smll.202514809,Small,defects,experimental,single_junction,unknown,pce_stabilised,21.7,%,SP‐07‐based PSCs achieve a stabilized power conversion efficiency (PCE) of 21.7%,abstract
10.1002/adfm.76418,10.1002/adfm.76418,Advanced Functional Materials,interfaces,experimental,single_junction,p-i-n,pce_champion,26.08,%,LS‐6‐based PSCs achieve an impressive power conversion efficiency (PCE) of 26.08%,abstract
10.1002/adma.73535,10.1002/adma.73535,Advanced Materials,interfaces,experimental,single_junction,n-i-p,pce_champion,26.13,%,"the resulting champion n‐i‐p PSC achieves a remarkable power conversion efficiency of 26.13%, with a high open‐circuit voltage of 1.184 V and a fill factor",abstract
10.1002/adma.202522825,10.1002/adma.202522825,Advanced Materials,defects,experimental,single_junction,p-i-n,pce_champion,26.54,%,we achieved a PCE of 26.54% (certified as 26.24%),abstract
10.1002/adma.202522825,10.1002/adma.202522825,Advanced Materials,defects,experimental,single_junction,p-i-n,pce_certified,26.24,%,we achieved a PCE of 26.54% (certified as 26.24%),abstract
10.1002/smll.74279,10.1002/smll.74279,Small,defects,experimental,single_junction,unknown,pce_champion,24.63,%,"Corresponding solar cells deliver a champion power conversion efficiency of 24.63%, significantly outperforming control devices (22.89%)",abstract
10.1002/adfm.75637,10.1002/adfm.75637,Advanced Functional Materials,defects,scale_up,single_junction,p-i-n,pce_champion,20.59,%,vacuum‐processed p‐i‐n PSCs achieve a champion power conversion efficiency of 20.59%,abstract
10.1002/adfm.76623,10.1002/adfm.76623,Advanced Functional Materials,defects,experimental,single_junction,p-i-n,pce_champion,26.62,%,yield peak power conversion efficiencies of 25.28% in the n‐i‐p configuration and 26.62% in the p‐i‐n configuration,abstract
10.1002/adfm.76562,10.1002/adfm.76562,Advanced Functional Materials,interfaces,experimental,single_junction,n-i-p,pce_champion,25.69,%,"The resultant regular PSCs achieve a promising power conversion efficiency (PCE) of 25.69%, among the highest PCEs reported for air‐processed PSCs.",abstract
10.1021/acsenergylett.6c00641,10.1021/acsenergylett.6c00641,ACS Energy Letters,interfaces,theory,single_junction,p-i-n,pce_champion,14.8,%,this approach delivers a substantial open-circuit voltage enhancement and a power conversion efficiency of 14.8%,abstract
10.1021/acsami.6c05326,10.1021/acsami.6c05326,ACS Applied Materials & Interfaces,defects,experimental,single_junction,unknown,pce_champion,17.73,%,delivering a power conversion efficiency of 17.73% compared to 14.46% for the untreated control,abstract
10.1002/solr.70394,10.1002/solr.70394,Solar RRL,defects,experimental,single_junction,unknown,pce_champion,20.05,%,the CPP treatment increased device efficiency from 12.01% to 20.05%,abstract
10.1021/acsenergylett.6c01505,10.1021/acsenergylett.6c01505,ACS Energy Letters,composition,theory,single_junction,unknown,pce_champion,10.45,%,the optimized TPSC achieved a record power conversion efficiency (PCE) of 10.45%,abstract
10.1002/adfm.76243,10.1002/adfm.76243,Advanced Functional Materials,interfaces,experimental,single_junction,p-i-n,pce_champion,23.3,%,The resulting inverted PSCs achieve a champion power conversion efficiency (PCE) of 23.30% with negligible hysteresis,abstract
10.1002/adfm.76264,10.1002/adfm.76264,Advanced Functional Materials,defects,experimental,single_junction,p-i-n,pce_champion,20.35,%,the champion power conversion efficiency (PCE) of 20.35% is obtained with an exceptional FF of 85.18% and an open‐circuit voltage ( V OC ) of,abstract
10.1002/adfm.76218,10.1002/adfm.76218,Advanced Functional Materials,defects,experimental,single_junction,unknown,pce_champion,24.85,%,the resulting PSCs achieve a PCE of 24.85%,abstract
10.1021/acssuschemeng.6c04546,10.1021/acssuschemeng.6c04546,ACS Sustainable Chemistry & Engineering,interfaces,experimental,single_junction,p-i-n,pce_champion,25.4,%,the inverted PSCs achieve a power conversion efficiency of 25.4%,abstract
10.1002/adma.73561,10.1002/adma.73561,Advanced Materials,stability,scale_up,single_junction,p-i-n,pce_champion,26.14,%,PSCs achieve a power conversion efficiency (PCE) of 26.14% for 0.05 cm 2 devices,abstract
10.1002/adma.73561,10.1002/adma.73561,Advanced Materials,stability,scale_up,single_junction,p-i-n,active_area_cm2,0.05,cm2,26.14% for 0.05 cm 2 devices,abstract
10.1002/aenm.71170,10.1002/aenm.71170,Advanced Energy Materials,interfaces,experimental,single_junction,n-i-p,pce_champion,26.1,%,Devices incorporating phosphate‐buffer‐synthesized SnO 2 deliver a peak power conversion efficiency (PCE) of 26.1%,abstract
10.1002/adma.73682,10.1002/adma.73682,Advanced Materials,architecture,experimental,all_perovskite_tandem,tandem_2T,pce_champion,29.44,%,we further fabricated APTSCs with a champion PCE of 29.44%,abstract
10.1002/adma.73682,10.1002/adma.73682,Advanced Materials,architecture,experimental,all_perovskite_tandem,tandem_2T,t80_h,1080,h,Both devices retain approximately 80% of their initial efficiency after 1080 h of continuous operation under one‐sun illumination.,abstract
10.1038/s41467-026-72581-8,10.1038/s41467-026-72581-8,Nature Communications,scale_up,experimental,single_junction,unknown,pce_certified,26.1,%,"The devices with air blade-coated SAMs, perovskite, and passivation layers achieve a certified efficiency of 26.1% with negligible decrease even fabricated at 80% relative humidity.",abstract
10.1021/acs.nanolett.6c00804,10.1021/acs.nanolett.6c00804,Nano Letters,defects,experimental,single_junction,unknown,pce_champion,25.22,%,"Consequently, our strategy enables the all-air fabrication of high-performance PSCs, achieving a champion power conversion efficiency of 25.22% alongside markedly improved operational stability.",abstract
10.1002/ente.70501,10.1002/ente.70501,Energy Technology,defects,experimental,perovskite_silicon_tandem,tandem_4T,pce_champion,26.75,%,"In the 4T configuration, the tandem achieves 26.75% efficiency under 1.3‐sun illumination.",abstract
10.1021/acsaem.6c00330,10.1021/acsaem.6c00330,ACS Applied Energy Materials,defects,experimental,single_junction,unknown,pce_champion,24,%,"Consequently, PSCs incorporating the RM82-modified interface achieve power conversion efficiencies (PCEs) exceeding 24% and exhibit enhanced environmental stability, retaining over 90% of their initial efficiency",abstract
10.1021/acs.jpclett.6c01600,10.1021/acs.jpclett.6c01600,The Journal of Physical Chemistry Letters,defects,experimental,single_junction,unknown,pce_champion,15.84,%,"As a result, ACA-treated C-IPSCs achieve a champion power conversion efficiency of 15.84% with an open-circuit voltage of 1.19 V, significantly outperforming the control devices",abstract
10.1002/anie.4500167,10.1002/anie.4500167,Angewandte Chemie International Edition,defects,experimental,single_junction,unknown,pce_champion,26.66,%,"Therefore, PCBM:TATPC‐based PSCs achieve an impressive efficiency of 26.66% (25.81% for devices with an area of 1.04 cm 2 ) with enhanced operational stability.",abstract
10.1002/anie.4500167,10.1002/anie.4500167,Angewandte Chemie International Edition,defects,experimental,single_junction,unknown,active_area_cm2,1.04,cm2,"Therefore, PCBM:TATPC‐based PSCs achieve an impressive efficiency of 26.66% (25.81% for devices with an area of 1.04 cm 2 ) with enhanced operational stability.",abstract
10.1002/adfm.76257,10.1002/adfm.76257,Advanced Functional Materials,stability,experimental,single_junction,n-i-p,pce_champion,26.09,%,The resulting PSCs achieve a champion power conversion efficiency (PCE) of 26.09% (0.04 cm 2 ).,abstract
10.1002/adfm.76257,10.1002/adfm.76257,Advanced Functional Materials,stability,experimental,single_junction,n-i-p,active_area_cm2,0.04,cm2,The resulting PSCs achieve a champion power conversion efficiency (PCE) of 26.09% (0.04 cm 2 ).,abstract
10.1002/adfm.76756,10.1002/adfm.76756,Advanced Functional Materials,stability,scale_up,single_junction,p-i-n,pce_champion,26.76,%,"The champion power conversion efficiency (PCE) of p–i–n PSCs and 12 cm 2 module reach 26.76% (certified 26.12%) and 22.77%, respectively.",abstract
10.1002/adfm.76756,10.1002/adfm.76756,Advanced Functional Materials,stability,scale_up,single_junction,p-i-n,pce_certified,26.12,%,"The champion power conversion efficiency (PCE) of p–i–n PSCs and 12 cm 2 module reach 26.76% (certified 26.12%) and 22.77%, respectively.",abstract
10.1002/adfm.76756,10.1002/adfm.76756,Advanced Functional Materials,stability,scale_up,single_junction,p-i-n,active_area_cm2,12,cm2,"The champion power conversion efficiency (PCE) of p–i–n PSCs and 12 cm 2 module reach 26.76% (certified 26.12%) and 22.77%, respectively.",abstract
10.1002/anie.2974414,10.1002/anie.2974414,Angewandte Chemie International Edition,composition,experimental,module,module,pce_champion,26.52,%,"into the 3D perovskite film to construct 2D/3D structures, resulting perovskite solar cells and modules (effective area: 50 cm 2 ) demonstrate efficiencies of 26.52%",abstract
10.1002/anie.2974414,10.1002/anie.2974414,Angewandte Chemie International Edition,composition,experimental,module,module,active_area_cm2,50,cm2,"When introducing it into the 3D perovskite film to construct 2D/3D structures, resulting perovskite solar cells and modules (effective area: 50 cm 2 ) demonstrate",abstract
10.1002/aenm.71159,10.1002/aenm.71159,Advanced Energy Materials,interfaces,scale_up,module,module,pce_certified,26.61,%,"Consequently, P‐SAMs exhibit a certified efficiency of 26.61% for small‐area PSCs (0.06734 cm 2 ) and 22.83% for large‐area modules (62.37 cm 2 ).",abstract
10.1002/aenm.71159,10.1002/aenm.71159,Advanced Energy Materials,interfaces,scale_up,module,module,active_area_cm2,0.06734,cm2,"Consequently, P‐SAMs exhibit a certified efficiency of 26.61% for small‐area PSCs (0.06734 cm 2 ) and 22.83% for large‐area modules (62.37 cm 2 ).",abstract
10.1002/eem2.70443,10.1002/eem2.70443,Energy & environment materials,defects,experimental,single_junction,p-i-n,pce_champion,26.33,%,"Assisted by the Co‐SAMs, the efficiency of the champion device reached 26.33%, and the unencapsulated device still maintained over 90% of its peak performance after",abstract
10.1038/s41467-026-74107-8,10.1038/s41467-026-74107-8,Nature Communications,stability,experimental,single_junction,unknown,pce_champion,27.29,%,"As a result, the resulting perovskite solar cells deliver an efficiency of 27.29% (certified 26.84%), with the minimodules reaching 24% (certified 23.54%).",abstract
10.1038/s41467-026-74107-8,10.1038/s41467-026-74107-8,Nature Communications,stability,experimental,single_junction,unknown,pce_certified,26.84,%,"As a result, the resulting perovskite solar cells deliver an efficiency of 27.29% (certified 26.84%), with the minimodules reaching 24% (certified 23.54%).",abstract
10.1002/aenm.71222,10.1002/aenm.71222,Advanced Energy Materials,defects,experimental,single_junction,unknown,pce_champion,26.13,%,"Consequently, R‐Pye‐treated devices achieve a remarkable power conversion efficiency (PCE) of 26.13% with an open‐circuit voltage ( V OC ) of 1.20 V.",abstract
10.1002/aenm.71174,10.1002/aenm.71174,Advanced Energy Materials,stability,experimental,single_junction,unknown,pce_champion,20.8,%,"Devices fabricated using this strategy deliver an open‐circuit voltage (V OC ) of 1.20 V and a champion efficiency of 20.8%, along with markedly improved",abstract
10.1002/adma.73656,10.1002/adma.73656,Advanced Materials,stability,experimental,single_junction,p-i-n,pce_champion,26.6,%,The resulting PSCs achieve a champion power conversion efficiency of 26.6% (certified at 26.2%) for a 0.0524 cm 2 device and 24.7% for a 1,abstract
10.1002/adma.73656,10.1002/adma.73656,Advanced Materials,stability,experimental,single_junction,p-i-n,pce_certified,26.2,%,The resulting PSCs achieve a champion power conversion efficiency of 26.6% (certified at 26.2%) for a 0.0524 cm 2 device and 24.7% for a 1,abstract
10.1002/adma.73656,10.1002/adma.73656,Advanced Materials,stability,experimental,single_junction,p-i-n,active_area_cm2,0.0524,cm2,The resulting PSCs achieve a champion power conversion efficiency of 26.6% (certified at 26.2%) for a 0.0524 cm 2 device and 24.7% for a 1,abstract
10.1002/adma.73679,10.1002/adma.73679,Advanced Materials,stability,experimental,single_junction,unknown,pce_certified,25.56,%,"In addition to achieving a certified efficiency of 25.56%, our devices demonstrate an extrapolated T 80 lifetime exceeding 10 years, as per the ISOS‐LC‐1 protocol.",abstract
10.1126/sciadv.aef6596,10.1126/sciadv.aef6596,Science Advances,stability,experimental,single_junction,unknown,pce_certified,27.28,%,Devices using this passivation strategy achieved certified power conversion efficiencies of 27.28% with exceptional operational stability.,abstract
10.1126/sciadv.aef6596,10.1126/sciadv.aef6596,Science Advances,stability,experimental,single_junction,unknown,t80_h,3566,h,while encapsulated devices maintained 80% of their initial efficiency after 3566 hours at 85°C under the ISOS-L-2 protocol,abstract
10.1002/cey2.70296,10.1002/cey2.70296,Carbon Energy,architecture,experimental,all_perovskite_tandem,tandem_4T,pce_champion,17.25,%,"The improved bifacial CIGS solar cells achieved 17.25% efficiency under front illumination, ranking second globally in the bifacial CIGS category, and 5.77% under rear illumination",abstract
10.1002/smll.74200,10.1002/smll.74200,Small,interfaces,experimental,single_junction,p-i-n,pce_champion,25.13,%,"Consequently, the optimized inverted PSCs yield a champion PCE of 25.13% with a fill factor of 82.6%, accompanied by negligible hysteresis and 73.8% PCE retention",abstract
10.1038/s41467-026-74288-2,10.1038/s41467-026-74288-2,Nature Communications,architecture,scale_up,single_junction,p-i-n,pce_champion,26.88,%,"This interfacial engineering enables 1.55 eV PSCs to achieve a champion power conversion efficiency (PCE) of 26.88% with a fill factor (FF) of 86.57%, alongside",abstract
10.1038/s41467-026-74288-2,10.1038/s41467-026-74288-2,Nature Communications,architecture,scale_up,single_junction,p-i-n,active_area_cm2,29.7,cm2,alongside a 23.32% PCE for a 29.7 cm2 module,abstract
10.1002/aenm.71216,10.1002/aenm.71216,Advanced Energy Materials,interfaces,experimental,single_junction,p-i-n,pce_champion,22.79,%,The synergistic strategies enable the preparation of efficient P‐i‐N C‐PSCs with a record efficiency of 22.79% (certified 21.34%).,abstract
10.1002/aenm.71216,10.1002/aenm.71216,Advanced Energy Materials,interfaces,experimental,single_junction,p-i-n,pce_certified,21.34,%,with a record efficiency of 22.79% (certified 21.34%),abstract
10.1021/acsenergylett.6c01291,10.1021/acsenergylett.6c01291,ACS Energy Letters,interfaces,experimental,single_junction,p-i-n,pce_champion,26.54,%,Inverted solar cells achieve power conversion efficiencies (PCEs) of 26.54% (0.1 cm2) and 24.83% (1 cm2).,abstract
10.1021/acsenergylett.6c01291,10.1021/acsenergylett.6c01291,ACS Energy Letters,interfaces,experimental,single_junction,p-i-n,active_area_cm2,0.1,cm2,Inverted solar cells achieve power conversion efficiencies (PCEs) of 26.54% (0.1 cm2) and 24.83% (1 cm2).,abstract
10.1021/acsenergylett.6c01291,10.1021/acsenergylett.6c01291,ACS Energy Letters,interfaces,experimental,single_junction,p-i-n,stability_protocol,ISOS-D-1,label,,abstract
10.1021/acsenergylett.6c01257,10.1021/acsenergylett.6c01257,ACS Energy Letters,interfaces,experimental,single_junction,p-i-n,pce_champion,26.93,%,"Consequently, the optimized pero-SCs achieve a power conversion efficiency of 26.93% (certified as 26.44%).",abstract
10.1021/acsenergylett.6c01257,10.1021/acsenergylett.6c01257,ACS Energy Letters,interfaces,experimental,single_junction,p-i-n,pce_certified,26.44,%,a power conversion efficiency of 26.93% (certified as 26.44%),abstract
10.1002/adma.73855,10.1002/adma.73855,Advanced Materials,scale_up,experimental,module,p-i-n,pce_champion,27.12,%,"As a result, champion devices deliver a power conversion efficiency (PCE) of 27.12% (certified 26.80%) for small‐area rigid PSCs and 20.00% for a flexible minimodule",abstract
10.1002/adma.73855,10.1002/adma.73855,Advanced Materials,scale_up,experimental,module,p-i-n,pce_certified,26.8,%,a power conversion efficiency (PCE) of 27.12% (certified 26.80%) for small‐area rigid PSCs,abstract
10.1002/adma.73855,10.1002/adma.73855,Advanced Materials,scale_up,experimental,module,p-i-n,active_area_cm2,655.2,cm2,while a large‐area inverted perovskite submodule with an active area of 655.2 cm 2 achieves a record‐breaking PCE of 21.60%,abstract
10.1021/acsaem.6c01434,10.1021/acsaem.6c01434,ACS Applied Energy Materials,composition,experimental,single_junction,p-i-n,pce_champion,7.66,%,"Inverted 4GBACl-interlayer-incorporated TPSCs achieved a champion power conversion efficiency of 7.66%, with an open-circuit voltage, fill factor, and ultralow hysteresis index of 0.619 V, 70.4%,",abstract
10.1002/aenm.71123,10.1002/aenm.71123,Advanced Energy Materials,defects,experimental,single_junction,p-i-n,pce_champion,21,%,"(PCSs) achieve a record V oc of 1.269 V, approaching 90% of the radiative limit for a 1.7 eV bandgap, and a PCE of 21%,",abstract
10.1002/aenm.71123,10.1002/aenm.71123,Advanced Energy Materials,defects,experimental,single_junction,p-i-n,active_area_cm2,1,cm2,"The performance is well maintained under low‐injection conditions and in 1 cm 2 large‐area devices, demonstrating the robustness and scalability of this strategy.",abstract
10.1038/s41467-026-73276-w,10.1038/s41467-026-73276-w,Nature Communications,interfaces,experimental,all_perovskite_tandem,tandem_2T,pce_champion,26.13,%,Flexible devices reach 26.13% champion power conversion efficiency,abstract
10.1038/s41467-026-73276-w,10.1038/s41467-026-73276-w,Nature Communications,interfaces,experimental,all_perovskite_tandem,tandem_2T,pce_certified,32.95,%,a certified 32.95% perovskite/Si tandem efficiency,abstract
10.1038/s41467-026-73276-w,10.1038/s41467-026-73276-w,Nature Communications,interfaces,experimental,all_perovskite_tandem,tandem_2T,pce_stabilised,27.12,%,Poly-3Ph-4PACz enables 27.18% rigid inverted perovskite solar cells (certified mean steady-state 27.12%),abstract
10.1038/s41467-026-73276-w,10.1038/s41467-026-73276-w,Nature Communications,interfaces,experimental,all_perovskite_tandem,tandem_2T,active_area_cm2,57.6,cm2,while 57.6 cm2 flexible modules deliver 22.22%,abstract
10.1002/anie.5595275,10.1002/anie.5595275,Angewandte Chemie International Edition,architecture,experimental,all_perovskite_tandem,tandem_2T,pce_champion,29.18,%,the two‐terminal all‐perovskite tandem device delivers a PCE of 29.18%,abstract
10.1002/anie.5595275,10.1002/anie.5595275,Angewandte Chemie International Edition,architecture,experimental,all_perovskite_tandem,tandem_2T,t80_h,500,h,retains 80% of its initial efficiency after 500 h of continuous maximum power point tracking under simulated sunlight,abstract
10.1002/anie.4918900,10.1002/anie.4918900,Angewandte Chemie International Edition,architecture,experimental,all_perovskite_tandem,tandem_2T,pce_champion,29.29,%,the optimized APTSCs achieve a champion efficiency of 29.29%,abstract
10.1002/anie.4918900,10.1002/anie.4918900,Angewandte Chemie International Edition,architecture,experimental,all_perovskite_tandem,tandem_2T,pce_certified,28.79,%,(certified 28.79%),abstract
10.1002/smll.202510785,10.1002/smll.202510785,Small,interfaces,experimental,single_junction,n-i-p,pce_champion,26.15,%,"The efficiency of PSC devices based on L‐lle exhibit a significantly higher efficiency than that of control devices (23.54%), reaching 26.15%.",abstract
10.1002/smll.74319,10.1002/smll.74319,Small,interfaces,experimental,perovskite_silicon_tandem,tandem_2T,pce_champion,30.18,%,the strategy was successfully extended to two-terminal monolithic perovskite/silicon tandem solar cells to afford impressive PCEs of 30.18%,abstract
10.1021/acsami.6c04650,10.1021/acsami.6c04650,ACS Applied Materials & Interfaces,defects,experimental,single_junction,unknown,pce_champion,23.74,%,the devices modified with 6-MCA achieved a champion power conversion efficiency (PCE) of 23.74%,abstract
10.1002/smll.74076,10.1002/smll.74076,Small,composition,experimental,single_junction,unknown,pce_champion,21.36,%,The fabricated PSCs (E g = 1.697 eV) achieved a PCE of 21.36%,abstract
10.1002/smll.74076,10.1002/smll.74076,Small,composition,experimental,single_junction,unknown,pce_stabilised,20.75,%,a stabilized power output (SPO) of 20.75%,abstract
10.1021/acsmaterialslett.5c01678,10.1021/acsmaterialslett.5c01678,ACS Materials Letters,defects,experimental,single_junction,unknown,pce_champion,26.58,%,The rigid PSCs yield a power conversion efficiency (PCE) of 26.58%,abstract
10.1038/s41467-026-73739-0,10.1038/s41467-026-73739-0,Nature Communications,composition,experimental,single_junction,unknown,pce_champion,25.61,%,"This strategy enables FA-based perovskite solar cells to achieve an efficiency of 25.61%, with unencapsulated devices maintaining 90% initial efficiency after 1,000 h at 70%",abstract
10.1021/acsaem.6c00778,10.1021/acsaem.6c00778,ACS Applied Energy Materials,stability,scale_up,single_junction,n-i-p,pce_champion,20.76,%,planar n−i−p PSCs employing PTAA:NiO (10 mg mL −1 ) achieve a champion power conversion efficiency (PCE) of 20.76%,abstract
10.1021/acsaem.6c00778,10.1021/acsaem.6c00778,ACS Applied Energy Materials,stability,scale_up,single_junction,n-i-p,stability_protocol,ISOS-D-1,label,,abstract
10.1002/advs.76010,10.1002/advs.76010,Advanced Science,interfaces,experimental,single_junction,n-i-p,pce_champion,26.02,%,leading to a 26.02% enhancement in power conversion efficiency and 86% retention of the initial efficiency after 762 h of operation,abstract
10.1002/smll.74086,10.1002/smll.74086,Small,defects,experimental,single_junction,unknown,pce_champion,15.85,%,"Solar cells fabricated with these films deliver a champion power conversion efficiency of 15.85%, representing the highest efficiency reported to date for thermally evaporated CsPbI",abstract
10.1002/solr.70406,10.1002/solr.70406,Solar RRL,scale_up,experimental,single_junction,unknown,pce_champion,20.7,%,"With interface improvement, a champion efficiency of 20.7%, a fill factor of 82.3%, and a V oc of 1.16 V are achieved.",abstract
10.1021/acsami.6c05001,10.1021/acsami.6c05001,ACS Applied Materials & Interfaces,architecture,experimental,all_perovskite_tandem,unknown,pce_champion,24.97,%,"As a result, flexible PTSCs achieve a power conversion efficiency of 24.97% and retain over 90% of their initial efficiency after 5000 bending cycles at",abstract
10.1021/acs.jpclett.6c01395,10.1021/acs.jpclett.6c01395,The Journal of Physical Chemistry Letters,composition,experimental,single_junction,unknown,pce_champion,21.84,%,The optimized FAAC-based CsPbI 3 perovskite solar cells (PSCs) achieve a power conversion efficiency (PCE) of 21.84%.,abstract
10.1002/smll.74278,10.1002/smll.74278,Small,interfaces,experimental,single_junction,p-i-n,pce_champion,26.47,%,PATDBAz-based IPSCs achieve a champion power conversion efficiency of 26.47% and retain 97.5% of their initial efficiency after 1000 h under International Summit on Organic,abstract
10.1002/smll.74278,10.1002/smll.74278,Small,interfaces,experimental,single_junction,p-i-n,stability_protocol,ISOS-L-1,label,,abstract
10.1088/2752-5724/ae7817,10.1088/2752-5724/ae7817,Materials Futures,defects,experimental,all_perovskite_tandem,tandem_4T,pce_champion,22.21,%,"The optimized WBG perovskite solar cells achieve a power conversion efficiency of 22.21% with an open-circuit voltage of 1.20 V, and retain over 91% of",abstract
10.1021/acsenergylett.6c00703,10.1021/acsenergylett.6c00703,ACS Energy Letters,interfaces,experimental,single_junction,unknown,pce_champion,26.78,%,"The champion device achieved a PCE of 26.78%, with a Pb 2+ sequestration efficiency (SQE) of 95.14%.",abstract
10.1002/solr.70405,10.1002/solr.70405,Solar RRL,stability,experimental,single_junction,p-i-n,pce_champion,26.6,%,"Inverted devices employing this engineered ETL achieve a power conversion efficiency of 26.6% with a fill factor of 85.1%, together with substantially enhanced operational stability",abstract
10.1002/anie.7010126,10.1002/anie.7010126,Angewandte Chemie International Edition,stability,experimental,single_junction,unknown,pce_champion,26.47,%,"Consequently, the target photovoltaic device attains a champion efficiency of 26.47%.",abstract
10.1021/acs.jpclett.6c01531,10.1021/acs.jpclett.6c01531,The Journal of Physical Chemistry Letters,composition,experimental,single_junction,unknown,pce_champion,22.4,%,"As a result, cytosine-based devices achieve a champion power conversion efficiency of 22.4% and demonstrate excellent thermal stability, with over 80% of the initial performance",abstract
10.1021/acs.jpclett.6c01531,10.1021/acs.jpclett.6c01531,The Journal of Physical Chemistry Letters,composition,experimental,single_junction,unknown,t80_h,3600,h,"cytosine-based devices achieve a champion power conversion efficiency of 22.4% and demonstrate excellent thermal stability, with over 80% of the initial performance retained after 3600",abstract
10.1021/acsaem.6c01329,10.1021/acsaem.6c01329,ACS Applied Energy Materials,composition,experimental,single_junction,unknown,pce_champion,23.3,%,"As a result, NH4SCN- and PEASCN-based devices achieve champion efficiencies of 23.3 and 22.9%, respectively, together with markedly improved stability.",abstract
10.1002/solr.70410,10.1002/solr.70410,Solar RRL,composition,experimental,perovskite_silicon_tandem,tandem_2T,pce_champion,23.4,%,"By integrating the ∼700 nm perovskite as middle cell in a perovskite/perovskite/silicon triple‐junction device, an efficiency of 23.4% with a short circuit current density of",abstract
10.1002/solr.70410,10.1002/solr.70410,Solar RRL,composition,experimental,perovskite_silicon_tandem,tandem_2T,active_area_cm2,1,cm2,Thick Cl‐substituted absorbers enhance performance up to 20% in 1 cm 2 semitransparent single‐junction devices.,abstract
10.1002/solr.70398,10.1002/solr.70398,Solar RRL,interfaces,experimental,single_junction,unknown,pce_stabilised,19.67,%,"After optimization, the final FASnI 3 device delivered a stabilized power conversion efficiency of 19.67%.",abstract
10.1002/anie.2535666,10.1002/anie.2535666,Angewandte Chemie International Edition,composition,experimental,single_junction,unknown,pce_champion,22.27,%,"Consequently, the champion perovskite photovoltaic devices present a power conversion efficiency (PCE) of 22.27% under AM 1.5G illumination and a promising indoor PCE of 42.64%",abstract
10.1016/j.cej.2026.177834,10.1016/j.cej.2026.177834,Chemical Engineering Journal,stability,experimental,single_junction,unknown,pce_champion,11,%,"the PSCs achieved power conversion efficiency (PCE) ~11% under STC (1 sun, 1000 W/m 2 AM 1.5).",abstract
