work_key,doi,title,venue,venue_type,publication_date,type,lang,axis_primary,axis_secondary,lens,mechanism_centrality,first_author_institution,cited_by_count,oa_status,in_depth_tier
10.1038/s41566-026-01925-z,10.1038/s41566-026-01925-z,Ternary self-assembled molecular contact for ambient-processed perovskite/silicon tandem solar cells,Nature Photonics,journal,2026-06-01,article,en,architecture,,experimental,0.0968,Ulsan National,1,closed,0
10.1016/j.jallcom.2026.189016,10.1016/j.jallcom.2026.189016,Interfacial passivation via a multifunctional HADI monolayer for high-performance self-powered CsPbBr3 perovskite photodetectors,Journal of Alloys and Compounds,journal,2026-06-01,article,en,defects,,experimental,0.1364,Guangxi University,1,closed,0
10.1002/adfm.76264,10.1002/adfm.76264,Sequential Deposition Strategy Enabling High‐Performance Wide‐Bandgap Perovskite Solar Cells With Fill Factor Exceeding 85%,Advanced Functional Materials,journal,2026-06-01,article,en,defects,,experimental,0.1591,University Of Science And Technology Of China,1,closed,1
10.1002/adfm.76243,10.1002/adfm.76243,Molecular Conjugation Strategy for Highly Efficient and Stable Inverted Wide‐Bandgap Perovskite Solar Cells,Advanced Functional Materials,journal,2026-06-01,article,en,interfaces,,experimental,0.16,Hebei University Of Science And Technology,1,closed,1
10.1007/s00339-026-09753-2,10.1007/s00339-026-09753-2,"First principles study of the lead-free two-dimensional inorganic halide perovskites Cs3Bi2(X1−uYu)9 (X/Y = I, Br, Cl; u = 0, 1/3, 2/3, 1)",Applied Physics A,journal,2026-06-01,article,en,composition,,experimental,0.1,Islamia College University,0,closed,0
10.21203/rs.3.rs-9404112/v1,10.21203/rs.3.rs-9404112/v1,Visualization of Long-Range Order in Self-Assembled Ion Barriers for Stable Perovskite Tandems,Research Square,repository,2026-06-01,preprint,en,composition,,experimental,0.0,Nanjing Tech University,0,green,0
10.1021/acsami.6c01472,10.1021/acsami.6c01472,Strategic Modulation of Phenothiazine-Based Self-Assembled Monolayers for Optimized Energy-Level Alignment and Stability in Perovskite Solar Cells,ACS Applied Materials & Interfaces,journal,2026-06-01,article,en,defects,,experimental,0.1136,University Of Science And Technology,0,closed,1
10.1016/j.cej.2026.177952,10.1016/j.cej.2026.177952,Supramolecular assembly-driven N-type surface reconstruction for efficient and scalable perovskite solar cells,Chemical Engineering Journal,journal,2026-06-01,article,en,scale_up,,experimental,0.0606,Ningbo University Of Technology,0,closed,0
10.1007/s11082-026-08863-8,10.1007/s11082-026-08863-8,Lead-free chalcogenide perovskite AZrX₃: bandgap tuning and device design for efficient photovoltaics,Optical and Quantum Electronics,journal,2026-06-01,article,en,composition,,experimental,0.1,Madan Mohan Malaviya University Of Technology,0,closed,0
10.1016/j.cej.2026.177905,10.1016/j.cej.2026.177905,Synergistic interfacial modulation enables efficient and stable air-ambient fabricated perovskite solar cells,Chemical Engineering Journal,journal,2026-06-01,article,en,composition,,experimental,0.0,Indian,0,closed,0
10.1021/acs.chemmater.6c00575,10.1021/acs.chemmater.6c00575,Spacer Cation-Driven Band-Edge Reconstruction and Carrier Lifetime Enhancement in Two-Dimensional Ruddlesden–Popper Perovskites,Chemistry of Materials,journal,2026-06-01,article,en,composition,,theory,0.1,Beijing Normal University,0,closed,0
10.1002/adfm.76257,10.1002/adfm.76257,Ionic Anchoring of Dopants via a Multifunctional Phenothiazine Regulator Enables Perovskite Solar Cells With Enhanced Operational Longevity,Advanced Functional Materials,journal,2026-06-01,article,en,stability,,experimental,0.1364,Henan Academy Of Sciences,0,closed,1
10.1016/j.mtchem.2026.103721,10.1016/j.mtchem.2026.103721,Efficient inverted perovskite solar cell based on sol-gel V2O5-X with enhanced reverse bias stability,Materials Today Chemistry,journal,2026-06-01,article,en,stability,,experimental,0.0606,Ningbo University Of Technology,0,closed,0
10.1038/s41467-026-73276-w,10.1038/s41467-026-73276-w,"Buried-interface homogenization by asymmetric polymeric self-assembled layers powers efficient, durable flexible perovskite photovoltaics",Nature Communications,journal,2026-06-01,article,en,interfaces,,experimental,0.08,Jiaxing University,0,gold,1
10.1016/j.synthmet.2026.118195,10.1016/j.synthmet.2026.118195,Resistive thermal evaporation of NiOx hole transport layer for p-i-n perovskite solar cells,Synthetic Metals,journal,2026-06-01,article,en,interfaces,architecture,experimental,0.08,,0,closed,0
10.1016/j.jechem.2026.05.045,10.1016/j.jechem.2026.05.045,Post-assembled molecular bridging enables efficient and stable Sn–Pb narrow-bandgap perovskite solar cells,Journal of Energy Chemistry,journal,2026-06-01,article,en,composition,,experimental,0.0,Sun Yat-sen University,0,closed,0
10.1002/adma.73567,10.1002/adma.73567,Buried Interface‐Driven Synergistic Homogenization of Self‐Assembled Monolayer and Wide‐Bandgap Perovskite for Efficient and Stable Solar Cells,Advanced Materials,journal,2026-06-01,article,en,interfaces,,experimental,0.26,Yangzhou University,0,green,1
10.1016/j.mser.2026.101244,10.1016/j.mser.2026.101244,Ultralow-temperature high-sensitivity optical spectroscopies for disentangling structural and thermal disorder in non-fullerene acceptors for organic solar cells,Materials Science and Engineering R Reports,journal,2026-06-01,article,en,composition,,experimental,0.0,Central South University,0,hybrid,1
10.1002/solr.70394,10.1002/solr.70394,Selective Solvent Polishing Coupled With Post‐Passivation Yields Ultra‐Smooth Single‐Crystal Perovskite Film for Solar Cells,Solar RRL,journal,2026-06-01,article,en,defects,,experimental,0.2045,Suzhou University Of Science And Technology,0,closed,1
10.1021/acsaem.6c00778,10.1021/acsaem.6c00778,NiO Nanoparticle-Modified PTAA Hole Transport Layers for High-Efficiency and Stable Large-Area Perovskite Solar Cells,ACS Applied Energy Materials,journal,2026-06-01,article,en,stability,,scale_up,0.1212,National Science And Technology Development Agency,0,hybrid,1
10.1038/s41598-026-51783-6,10.1038/s41598-026-51783-6,Quasi-ohmic electron extraction in perovskite solar cells through controlled burstein–moss shifts in rare-earth doped SnO2 ETLs,Scientific Reports,journal,2026-06-01,article,en,interfaces,defects,theory,0.12,Vellore,0,gold,0
10.1002/adma.73432,10.1002/adma.73432,Beyond Earth: Resilience of Quasi‐2D Perovskite Solar Cells in Space (Adv. Mater. 31/2026),Advanced Materials,journal,2026-06-01,article,en,composition,,experimental,0.0667,Johannes Kepler University Of Linz,0,closed,1
10.32792/jeps.v16i2.786,10.32792/jeps.v16i2.786,"Study of Cesium-Based Perovskite Solar Cells Incorporating Various Halides (I, Br, Cl)",Journal of education for pure science.,journal,2026-06-01,article,en,composition,interfaces,experimental,0.0667,Thi Qar University,0,hybrid,0
10.1063/5.0314704,10.1063/5.0314704,Engineering a surface reconstruction cascade via synergistic halide management for high-performance perovskite photovoltaics,Applied Physics Letters,journal,2026-06-01,article,en,defects,,experimental,0.3182,Inner Mongolia University,0,closed,0
10.1002/adma.73575,10.1002/adma.73575,An Absorption‐Transport Reconfigurable 2D/3D/2D Architecture Enables Multispectral‐Adaptive Bifacial Perovskite Photovoltaics,Advanced Materials,journal,2026-06-01,article,en,defects,architecture,experimental,0.0682,Soochow University,0,green,0
10.1088/1361-6641/ae762b,10.1088/1361-6641/ae762b,"Perovskite solar cells: a comprehensive review of material design, device structure, and commercialization prospects",Semiconductor Science and Technology,journal,2026-06-01,article,en,architecture,,review,0.129,,0,hybrid,0
10.1002/adfm.76291,10.1002/adfm.76291,Electric Field Distribution Engineering at the Buried Interface for High‐Performance Inverted Perovskite Solar Cells,Advanced Functional Materials,journal,2026-06-01,article,en,interfaces,,experimental,0.26,South China Normal University,0,closed,1
10.1021/acs.chemmater.6c00575.s001,10.1021/acs.chemmater.6c00575.s001,Spacer Cation-Driven Band-Edge Reconstruction and Carrier Lifetime Enhancement in Two-Dimensional Ruddlesden–Popper Perovskites,Figshare,repository,2026-06-01,article,en,composition,,theory,0.1,,0,green,0
10.1002/adfm.76218,10.1002/adfm.76218,"Efficient Flexible Perovskite Solar Cells With Over 2000 h T 90 Operational Lifetime via 2,4,6‐Triphenyl‐1,3,5‐Triazine Anchoring",Advanced Functional Materials,journal,2026-06-01,article,en,defects,stability,experimental,0.1591,University Of Science And Technology Of China,0,closed,1
10.1021/acsami.6c01472.s001,10.1021/acsami.6c01472.s001,Strategic Modulation of Phenothiazine-Based Self-Assembled Monolayers for Optimized Energy-Level Alignment and Stability in Perovskite Solar Cells,Figshare,repository,2026-06-01,article,en,defects,,experimental,0.1136,,0,green,0
10.1016/j.joule.2026.102497,10.1016/j.joule.2026.102497,AI-assisted multi-objective hole-selective contact design for perovskite photovoltaics,Joule,journal,2026-06-01,article,en,composition,,experimental,0.0,Westlake University,0,closed,0
10.1016/j.jallcom.2026.189036,10.1016/j.jallcom.2026.189036,"A triple-strategy regulation of ion migration, defect and energy-level to enhance the performance of air-processed CsPbI₂Br solar cells",Journal of Alloys and Compounds,journal,2026-06-01,article,en,defects,,experimental,0.2273,China Jiliang University,0,closed,0
10.1002/adfm.76195,10.1002/adfm.76195,Designed Lewis Acid–Base Passivation for High Performance Perovskite Solar Cells,Advanced Functional Materials,journal,2026-06-01,article,en,defects,,review,0.1818,United Arab Emirates University,0,hybrid,1
10.1002/adfm.76364,10.1002/adfm.76364,Multifunctional Aerogel Mediated Perovskite Crystallization Toward Self‐Healable and Eco‐Friendly Solar Cells,Advanced Functional Materials,journal,2026-06-01,article,en,composition,,experimental,0.0,Nanjing Tech University,0,closed,0
10.1002/adfm.76278,10.1002/adfm.76278,Engineering Buried Interfaces With a π ‐Ionic Lock for Efficient Perovskite Solar Cells,Advanced Functional Materials,journal,2026-06-01,article,en,defects,interfaces,experimental,0.1591,Chongqing University,0,closed,0
10.1007/s11706-026-0774-z,10.1007/s11706-026-0774-z,Ethacridine lactate additive engineering for defect passivation in HTL-free carbon electrode perovskite solar cells,Frontiers of Materials Science,journal,2026-06-01,article,en,defects,,experimental,0.2273,Jingdezhen Ceramic Institute,0,closed,0
10.1007/s10854-026-17516-1,10.1007/s10854-026-17516-1,Development of ultra-thin cerium-doped indium oxide transparent conductive films with high carrier mobility,Journal of Materials Science Materials in Electronics,journal,2026-06-01,article,en,composition,,experimental,0.0,Electric Power Research Institute,0,closed,0
10.61552/jme.2026.02.009,10.61552/jme.2026.02.009,"Metal Halide Perovskites: Material Design, Fabrication Technologies, and Optoelectronic Applications",Journal of Materials and Engineering,journal,2026-06-01,article,en,stability,,review,0.0758,,0,hybrid,0
10.3724/jfmd.2603033,10.3724/jfmd.2603033,Rapid prediction of stabilized power output for perovskite PV modules based on kinetic modeling,Gongneng cailiao yu qijian xuebao,journal,2026-06-01,article,en,defects,,experimental,0.0682,,0,diamond,0
10.1016/j.newton.2026.100559,10.1016/j.newton.2026.100559,Photocarrier evolution in lead-free perovskite Cs2SnI6,Newton,journal,2026-06-01,article,en,composition,,experimental,0.1,Institute For Basic Science,0,closed,0
10.1149/2162-8777/ae79a9,10.1149/2162-8777/ae79a9,Novel Bi-ETL Ba 3 NCl 3 Perovskite Solar Cell with Induced Spike-Like Energy Band Alignment Surpassing 33% Simulation Efficiency,ECS Journal of Solid State Science and Technology,journal,2026-06-01,article,en,interfaces,,theory,0.24,Ghulam Ishaq Khan,0,closed,0
10.1007/s10854-026-17710-1,10.1007/s10854-026-17710-1,K0.5La0.5BaTi2O6: an exploration of structural and multifunctional properties,Journal of Materials Science Materials in Electronics,journal,2026-06-01,article,en,composition,,experimental,0.0,Kiit University,0,closed,0
10.1016/j.joule.2026.102501,10.1016/j.joule.2026.102501,Interface-mediated crystallization enables PEDOT:PSS-free all-perovskite tandems with 29.1% efficiency and enhanced durability,Joule,journal,2026-06-01,article,en,architecture,,experimental,0.0968,Hong Kong University Of Science And Technology,0,closed,0
10.1016/j.nanoms.2026.04.012,10.1016/j.nanoms.2026.04.012,Confining lead-free perovskite in extra-large pore zeolite for selective electrocatalytic NO3− to NH3,Nano Materials Science,journal,2026-06-01,article,en,composition,,experimental,0.1167,Jilin University,0,diamond,1
10.1002/adfm.75637,10.1002/adfm.75637,Rationally Designed Bilayer Passivation Strategy for High‐Performance Vacuum‐Processed Perovskite Solar Cells,Advanced Functional Materials,journal,2026-06-01,article,en,defects,,scale_up,0.1818,Jeonbuk National University,0,hybrid,1
10.1002/ente.70501,10.1002/ente.70501,Annealing‐Induced Interface Passivation in n‐TOPCon Silicon Solar Cells for High‐Efficiency 4T Perovskite/Si Tandems,Energy Technology,journal,2026-06-01,article,en,defects,,experimental,0.1818,Sungkyunkwan University,0,closed,1
10.1002/ente.70533,10.1002/ente.70533,Dual‐Path Photovoltaic–Thermoelectric Conversion for Full‐Spectrum Solar Energy Utilization,Energy Technology,journal,2026-06-01,article,en,defects,interfaces,experimental,0.0455,Ningbo University Of Technology,0,closed,1
10.1002/aenm.71001,10.1002/aenm.71001,Bilateral Anchoring Strategy Enables Highly Efficient Wide‐Bandgap Perovskite Solar Cells/Modules for Self‐Powered Photo‐Electrocatalytic Antibacterial System (Adv. Energy Mater. 22/2026),Advanced Energy Materials,journal,2026-06-01,article,en,interfaces,,experimental,0.04,Hefei University Of Technology,0,closed,1
10.1038/s41598-026-56895-7,10.1038/s41598-026-56895-7,Load-resilient shingled photovoltaic module for field-scale thermoelectric coupling,PubMed Central,repository,2026-06-01,article,en,scale_up,,scale_up,0.0909,Chungbuk National University,0,green,0
10.1002/pssb.70266,10.1002/pssb.70266,A First‐Principles Investigation of Electronic Structure and Stability of the γ‐CsPbI 3 Surface,physica status solidi (b),journal,2026-06-01,article,en,defects,,experimental,0.0455,Energy Storage Systems (united States),0,closed,0
10.1557/s43577-026-01073-3,10.1557/s43577-026-01073-3,Direct mapping of lattice strain and structure by five-dimensional scanning x-ray diffraction microscopy,MRS Bulletin,journal,2026-06-01,article,en,composition,,review,0.0,European Synchrotron Radiation Facility,0,hybrid,0
10.1016/j.geits.2026.100439,10.1016/j.geits.2026.100439,The application of perovskite-based tandem solar cells in near-space: a perspective,Green Energy and Intelligent Transportation,journal,2026-06-01,article,en,architecture,,theory,0.0968,Beijing,0,gold,1
10.1002/adts.70445,10.1002/adts.70445,Computational Design and Performance Analysis of Lead‐Free Ca 3 AsI 3 Perovskite–MoS 2 ‐based Tandem Solar Cell,Advanced Theory and Simulations,journal,2026-06-01,article,en,architecture,,experimental,0.0968,National,0,closed,0
10.1002/ente.70536,10.1002/ente.70536,"High‐Performance Lead‐Free Cs 2 XTlCl 6 (X = Y, Sc) Perovskites for Solar and Thermoelectric Energy Conversion",Energy Technology,journal,2026-06-01,article,en,,,,,,0,closed,0
10.1002/adts.70429,10.1002/adts.70429,Modeling‐Assisted Insight Into High‐Performance Perovskite Solar Cells Enabled by a Hybrid NiO x /SAM Hole Transport Layer,Advanced Theory and Simulations,journal,2026-06-01,article,en,interfaces,,theory,0.34,Fujian Metrology Institute,0,closed,0
10.1016/j.jiec.2026.06.024,10.1016/j.jiec.2026.06.024,Ion-incorporated conformal SnO2 bilayers with passivated defects for efficient perovskite solar cells,Journal of Industrial and Engineering Chemistry,journal,2026-06-01,article,en,composition,,experimental,0.0,Korea University,0,closed,0
10.1002/aesr.70219,10.1002/aesr.70219,Hybrid Cosensitization via Fluorescence Resonance Energy Transfer in Emerging Photovoltaic Technologies,Advanced Energy and Sustainability Research,journal,2026-06-01,article,en,composition,,review,0.0,Defence,0,gold,0
10.1016/j.joule.2026.102489,10.1016/j.joule.2026.102489,Low-dimensional perovskite photovoltaics for terrestrial and space applications,Joule,journal,2026-06-01,article,en,composition,,experimental,0.0,University Of Pavia,0,closed,0
10.1016/j.mtcomm.2026.115574,10.1016/j.mtcomm.2026.115574,A unified machine learning framework for band gap prediction in lead-free ABX₃ and double perovskites,Materials Today Communications,journal,2026-06-01,article,en,composition,,theory,0.1,K. N. Toosi University Of Technology,0,hybrid,0
10.1002/nano.70159,10.1002/nano.70159,Numerical Investigation of Back Surface Field Optimization in Lead‐Free MAFASnBrI 3 Perovskite Solar Cells for Enhanced Efficiency,Nano Select,journal,2026-06-01,article,en,interfaces,defects,theory,0.12,Rajshahi University Of Engineering And Technology,0,gold,0
10.1002/ente.70542,10.1002/ente.70542,Reconstructing Solar Materials Innovation Through Data Science: A Review of Opportunities and Structural Bottlenecks,Energy Technology,journal,2026-06-01,article,en,scale_up,,theory,0.0303,Princess Nourah Bint Abdulrahman University,0,closed,1
10.1002/adts.70450,10.1002/adts.70450,First‐Principles Calculation of Cs 2 AgIrX 6 (X = I/Br/Cl) Double perovskite and Multiscale Modelling of Cs 2 AgIrBr 6 Solar Cell for Space Applications,Advanced Theory and Simulations,journal,2026-06-01,article,en,composition,,theory,0.05,National,0,closed,0
10.1002/adfm.76090,10.1002/adfm.76090,Interfacial Modulation for High‐Efficiency Large‐Area Organic Photovoltaics and Perovskite‐Organic Tandem Solar Modules (Adv. Funct. Mater. 47/2026),Advanced Functional Materials,journal,2026-06-01,article,en,interfaces,architecture,scale_up,0.12,Advanced Analysis Center,0,closed,0
10.1016/j.mtcomm.2026.115603,10.1016/j.mtcomm.2026.115603,From thin films to energy systems: A perspective-oriented translational framework for deployable functional materials,Materials Today Communications,journal,2026-06-01,article,en,interfaces,,review,0.04,Edith Cowan University,0,hybrid,0
10.1002/asia.70860,10.1002/asia.70860,Quaternary Ammonium Additives Enable Efficient and Stable 1.77 eV Wide‐Bandgap Perovskite Solar Cells,Chemistry - An Asian Journal,journal,2026-06-01,article,en,defects,,experimental,0.1591,Shanghai University Of Engineering Science,0,closed,0
10.1016/j.device.2026.101209,10.1016/j.device.2026.101209,Defect-modulated self-powered perovskite neuromorphic photodetector array for dynamic trajectory prediction,Device,journal,2026-06-01,article,en,,,,,Westlake University,0,closed,0
10.1063/5.0316312,10.1063/5.0316312,"Engineering performance of all-inorganic lead-free halide perovskites: A comprehensive review of innovations in photoluminescence, quantum yield, and stability",Applied Physics Reviews,journal,2026-06-01,article,en,composition,,review,0.1,Chinese University Of Hong Kong Shenzhen,0,closed,1
10.1016/j.mtcomm.2026.115617,10.1016/j.mtcomm.2026.115617,Interface-engineered indium-doped ZnO nanocomposites film for efficient and durable perovskite solar cells,Materials Today Communications,journal,2026-06-01,article,en,interfaces,,experimental,0.08,,0,closed,0
10.1016/j.joule.2026.102538,10.1016/j.joule.2026.102538,Accelerated aging replicates spatially non-uniform degradation modes observed in outdoor-aged perovskite solar cells,Joule,journal,2026-06-01,article,en,stability,,experimental,0.0758,Bielefeld University,0,hybrid,1
10.1088/1674-4926/26020045,10.1088/1674-4926/26020045,"Crystallization suppression of mixed-halide intermediates for perovskite/Cu(In,Ga)Se 2 tandem solar cells with improved efficiency",Journal of Semiconductors,journal,2026-06-01,article,en,architecture,,experimental,0.0968,Nanjing University,0,bronze,0
10.1016/j.mtcomm.2026.115628,10.1016/j.mtcomm.2026.115628,A comparative study of explainable ensemble learning and neural network models for predicting the bandgap and heat of formation of A2BB’X6 double perovskites,Materials Today Communications,journal,2026-06-01,article,en,composition,,theory,0.0167,Central Statistics Office,0,hybrid,0
10.1016/j.mtcomm.2026.115633,10.1016/j.mtcomm.2026.115633,Simultaneous cationic–anionic site modulation via guanidinoacetic acid for defect passivation in high-efficiency and stable perovskite solar cells,Materials Today Communications,journal,2026-06-01,article,en,defects,,experimental,0.2273,,0,closed,0
10.1016/j.revmat.2026.100244,10.1016/j.revmat.2026.100244,Atomic-level defect engineering: From fundamental mechanisms to applications in energy materials,Review of Materials Research,journal,2026-06-01,article,en,defects,,review,0.2727,Tsinghua University,0,gold,0
10.11868/j.issn.1001-4381.2024.000267,10.11868/j.issn.1001-4381.2024.000267,Study on the properties of SnO2 thin film based on hydrolysis and its effect on perovskite solar cells,DOAJ (DOAJ: Directory of Open Access Journals),repository,2026-06-01,article,zh,interfaces,,experimental,0.08,,0,closed,0
10.1007/s12613-025-3340-2,10.1007/s12613-025-3340-2,Transition metal carbide-engineered active layers for high-efficiency and stable perovskite solar cell,International Journal of Minerals Metallurgy and Materials,journal,2026-06-01,article,en,composition,,experimental,0.0,Sejong University,0,closed,0
10.1002/adts.70456,10.1002/adts.70456,Synergistic Machine Learning and First‐Principles Calculations Reveal the “Composition‐Bandgap‐Performance” Relationship in Perovskite Solar Cells,Advanced Theory and Simulations,journal,2026-06-01,article,en,composition,,theory,0.0833,Jinan University,0,closed,0
10.1063/1674-0068/cjcp2408107,10.1063/1674-0068/cjcp2408107,Theoretical investigation on photoconversion efficiency of polar double iodide perovskite (CsRb)(SnGe)I6,Chinese Journal of Chemical Physics,journal,2026-06-01,article,en,composition,,theory,0.0,Université Mustapha Stambouli De Mascara,0,closed,0
10.1016/j.mtcomm.2026.115723,10.1016/j.mtcomm.2026.115723,Metal-organic complex interfaces enabling triplet-state modulation and defect passivation in perovskite solar cells,Materials Today Communications,journal,2026-06-01,article,en,defects,,experimental,0.2955,University Of Aveiro,0,hybrid,0
10.1360/nso/20260047,10.1360/nso/20260047,Solvent-Tailored Hybrid Sequential Deposition Enables Multifunctional Perovskite Optoelectronic Devices,National Science Open,journal,2026-06-01,article,en,defects,stability,experimental,0.0682,Integrated Optoelectronics (norway),0,diamond,0
10.1016/j.mtcomm.2026.115767,10.1016/j.mtcomm.2026.115767,Computational analysis of photovoltaic potential of a dual-halide organic-inorganic dual absorber layer-based perovskite solar cell,Materials Today Communications,journal,2026-06-01,article,en,stability,,experimental,0.0152,King Saud University,0,hybrid,0
10.1016/j.solener.2026.114750,10.1016/j.solener.2026.114750,Spiro based hole transporting materials improving optical and photoelectric properties for perovskite solar cells,Solar Energy,journal,2026-06-02,article,en,composition,,experimental,0.0,,1,closed,0
10.1038/s44172-026-00695-4,10.1038/s44172-026-00695-4,Interfacial stability of organic-based hole transport layers in perovskite photovoltaics for space-like thermal environments,Communications Engineering,journal,2026-06-02,article,en,interfaces,,experimental,0.14,Gyeongsang National University,1,gold,1
10.1016/j.jpcs.2026.113876,10.1016/j.jpcs.2026.113876,"Halogen-dependent optical response, band-edge alignment, and thermoelectric tunability in AlMgZ3 (Z = Cl, Br, I) cubic perovskites for photocatalytic water splitting and renewable energy applications: A first-principles investigation",Journal of Physics and Chemistry of Solids,journal,2026-06-02,article,en,,,,,Jinhua University Of Vocational Technology,0,closed,0
10.5755/j02.ms.42288,10.5755/j02.ms.42288,"Computational Study of the Structural, Mechanical and Optoelectronic Properties of Metal-halide Perovskites for Hybrid Energy Storage Applications",Materials Science,journal,2026-06-02,article,en,composition,,experimental,0.0,Islamia University Of Bahawalpur,0,gold,0
10.1016/j.nxmate.2026.102383,10.1016/j.nxmate.2026.102383,Interface-engineered eco-friendly Cs2AgInBr5Cl/MASnBr3 based perovskite solar cell achieving high efficiency and enhanced stability,Next Materials,journal,2026-06-02,article,en,interfaces,,experimental,0.2,Rajshahi University Of Engineering And Technology,0,gold,0
10.1088/1402-4896/ae765e,10.1088/1402-4896/ae765e,"Unveiling the photovoltaic potential of eco-friendly β -CaSiY 3 (Y = S, Se) chalcogenide perovskites: a first-principles investigation",Physica Scripta,journal,2026-06-02,article,en,architecture,,theory,0.0484,Ibm (united States),0,hybrid,0
10.3390/en19112684,10.3390/en19112684,"Thin-Film Solar Cells for Solar Thermal Cooling, Heating, and Energy Storage Systems: Materials, Manufacturing, and Emerging Applications",Energies,journal,2026-06-02,article,en,scale_up,,theory,0.1212,Louisiana Tech University,0,gold,1
10.26434/chemrxiv.15004204/v1,10.26434/chemrxiv.15004204/v1,Molecular engineering of chiral–polar one-dimensional helical perovskites for circularly polarized light detection and bulk photovoltaic effect,ChemRxiv,repository,2026-06-02,preprint,en,composition,,experimental,0.0333,Waseda University,0,green,1
10.1007/s44291-026-00232-9,10.1007/s44291-026-00232-9,"Study of variation of series resistance, shunt resistance and absorber layer thickness in La2NiMnO6 double perovskite solar cells",Discover Electronics,journal,2026-06-02,article,en,composition,,theory,0.0667,Dr. Bhim Rao Ambedkar University,0,diamond,0
10.21203/rs.3.rs-9866365/v1,10.21203/rs.3.rs-9866365/v1,"DFT Insights into the Pressure-Dependent Electronic,Optical, and Mechanical Properties of LiSrI3 for Enhanced Optoelectronic Performance",Research Square,repository,2026-06-02,preprint,en,composition,,theory,0.0,Chittagong University Of Engineering & Technology,0,green,0
10.1002/adma.73561,10.1002/adma.73561,2D Perovskite Engineering Enables Robust Self‐Assembled Monolayers for High‐Performance Perovskite Solar Cells,Advanced Materials,journal,2026-06-02,article,en,stability,,scale_up,0.1061,Nanjing Tech University,0,green,1
10.1016/j.cej.2026.177951,10.1016/j.cej.2026.177951,Laser-assisted growth of ligand-free nanocrystals for grain-boundary passivation and suppression of non-radiative defects in lead-free Cs3Sb2I9 solar cells,Chemical Engineering Journal,journal,2026-06-02,article,en,composition,defects,experimental,0.1,Wenzhou University,0,closed,0
